Sample,Sample_Details,Species,Species_Details,Abbr,Abbr_Details,Name,Name_Details,Name_Details_Gene,Cell_Type,Gene,Rep,qPCR_Sample_Name,qPCR_Name,qPCR_Date,qPCR_Researcher,CT,qPCR_Efficiency,Control_Ct_Mean_GAPDH_iPSC,EdeltadeltaCt_GAPDH_iPSC,Control_Ct_Mean_GAPDH_MSC,EdeltadeltaCt_GAPDH_MSC,Control_Ct_Mean_GUSB_iPSC,EdeltadeltaCt_GUSB_iPSC,Control_Ct_Mean_GUSB_MSC,EdeltadeltaCt_GUSB_MSC,Control_Ct_Mean_GAPDHandGUSB_iPSC,EdeltadeltaCt_GAPDHandGUSB_iPSC,Control_Ct_Mean_GAPDHandGUSB_MSC,EdeltadeltaCt_GAPDHandGUSB_MSC
Sample,Sample Osteogenic,Human,Human Osteogenic,H2,H2 Osteogenic,H20157,H20157 Osteogenic,H20157 Osteogenic - SOX17,Osteogenic,SOX17,3,H2O2,study-collection-qPCR-H2 - plate1,7/28/2020,Emilie Briscoe,35.02919388,2.07,33.73664347,0.48976304,32.59874598,0.86733367,33.73664347,0.34702256,32.59874598,0.16680424,33.73664347,0.40861911,32.59874598,0.36527698
Sample,Sample iPSC,Human,Human iPSC,H3,H3 iPSC,H28126,H28126 iPSC,H28126 iPSC - SOX17,iPSC,SOX17,1,H3I2,study-collection-qPCR-H3 - plate1,8/26/2020,Emilie Briscoe,33.04580688,2.09,32.52562714,1.04100841,31.0968558,0.37403908,32.52562714,0.90182852,31.0968558,0.32601339,32.52562714,0.96748311,31.0968558,0.34871922
Sample,Sample iPSC,Human,Human iPSC,H3,H3 iPSC,H28126,H28126 iPSC,H28126 iPSC - SOX17,iPSC,SOX17,2,H3I2,study-collection-qPCR-H3 - plate1,8/26/2020,Emilie Briscoe,32.12239075,2.09,32.52562714,1.14478632,31.0968558,0.41132696,32.52562714,1.23085211,31.0968558,0.44495629,32.52562714,1.18798402,31.0968558,0.42819647
Sample,Sample iPSC,Human,Human iPSC,H3,H3 iPSC,H28126,H28126 iPSC,H28126 iPSC - SOX17,iPSC,SOX17,3,H3I2,study-collection-qPCR-H3 - plate1,8/26/2020,Emilie Briscoe,32.40868378,2.09,32.52562714,0.8391147,31.0968558,0.30149775,32.52562714,0.90088667,31.0968558,0.32567291,32.52562714,0.8700536,31.0968558,0.31360176
Sample,Sample MSC,Human,Human MSC,H3,H3 MSC,H28126,H28126 MSC,H28126 MSC - SOX17,MSC,SOX17,1,H3M1,study-collection-qPCR-H3 - plate1,8/26/2020,Emilie Briscoe,31.71173859,2.09,32.52562714,3.06400237,31.0968558,1.10091005,32.52562714,2.91989073,31.0968558,1.05554821,32.52562714,2.99055297,31.0968558,1.07791369
Sample,Sample MSC,Human,Human MSC,H3,H3 MSC,H28126,H28126 MSC,H28126 MSC - SOX17,MSC,SOX17,2,H3M1,study-collection-qPCR-H3 - plate1,8/26/2020,Emilie Briscoe,30.63278198,2.09,32.52562714,3.46609877,31.0968558,1.24538513,32.52562714,3.42685668,31.0968558,1.23881774,32.52562714,3.44546417,31.0968558,1.2418817
Sample,Sample MSC,Human,Human MSC,H3,H3 MSC,H28126,H28126 MSC,H28126 MSC - SOX17,MSC,SOX17,3,H3M1,study-collection-qPCR-H3 - plate1,8/26/2020,Emilie Briscoe,30.94604683,2.09,32.52562714,2.0299332,31.0968558,0.72936428,32.52562714,2.11545131,31.0968558,0.76474124,32.52562714,2.07254181,31.0968558,0.74702612
Sample,Sample Adipogenic,Human,Human Adipogenic,H3,H3 Adipogenic,H28126,H28126 Adipogenic,H28126 Adipogenic - SOX17,Adipogenic,SOX17,1,H3A1,study-collection-qPCR-H3 - plate1,8/26/2020,Emilie Briscoe,32.73294067,2.09,32.52562714,3.0198062,31.0968558,1.08503017,32.52562714,12.39806206,31.0968558,4.48193219,32.52562714,6.23794461,31.0968558,2.2484022
Sample,Sample Adipogenic,Human,Human Adipogenic,H3,H3 Adipogenic,H28126,H28126 Adipogenic,H28126 Adipogenic - SOX17,Adipogenic,SOX17,2,H3A1,study-collection-qPCR-H3 - plate1,8/26/2020,Emilie Briscoe,32.51389694,2.09,32.52562714,1.1289892,31.0968558,0.40565098,32.52562714,3.84601376,31.0968558,1.39034413,32.52562714,2.1171625,31.0968558,0.76310918
Sample,Sample Adipogenic,Human,Human Adipogenic,H3,H3 Adipogenic,H28126,H28126 Adipogenic,H28126 Adipogenic - SOX17,Adipogenic,SOX17,3,H3A1,study-collection-qPCR-H3 - plate1,8/26/2020,Emilie Briscoe,32.31605911,2.09,32.52562714,0.96751413,31.0968558,0.34763225,32.52562714,2.89908025,31.0968558,1.04802517,32.52562714,1.69837135,31.0968558,0.61216027
Sample,Sample Osteogenic,Human,Human Osteogenic,H3,H3 Osteogenic,H28126,H28126 Osteogenic,H28126 Osteogenic - SOX17,Osteogenic,SOX17,1,H3O2,study-collection-qPCR-H3 - plate1,8/26/2020,Emilie Briscoe,27.96461296,2.09,32.52562714,45.25858725,31.0968558,16.26161721,32.52562714,79.23711767,31.0968558,28.64442737,32.52562714,60.34164197,31.0968558,21.74951671
Sample,Sample Osteogenic,Human,Human Osteogenic,H3,H3 Osteogenic,H28126,H28126 Osteogenic,H28126 Osteogenic - SOX17,Osteogenic,SOX17,2,H3O2,study-collection-qPCR-H3 - plate1,8/26/2020,Emilie Briscoe,28.08677101,2.09,32.52562714,20.88038619,31.0968558,7.50241817,32.52562714,36.45955242,31.0968558,13.18022452,32.52562714,27.78484136,31.0968558,10.01475683
Sample,Sample Osteogenic,Human,Human Osteogenic,H3,H3 Osteogenic,H28126,H28126 Osteogenic,H28126 Osteogenic - SOX17,Osteogenic,SOX17,3,H3O2,study-collection-qPCR-H3 - plate1,8/26/2020,Emilie Briscoe,27.84064102,2.09,32.52562714,15.25359854,31.0968558,5.48068766,32.52562714,38.40537328,31.0968558,13.8836439,32.52562714,24.47820774,31.0968558,8.82291517
Sample,Sample iPSC,Human,Human iPSC,H4,H4 iPSC,H28834,H28834 iPSC,H28834 iPSC - SOX17,iPSC,SOX17,1,H4I2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,26.5638485,2.06,26.33702977,1.45244743,31.81297429,63.64804846,26.33702977,1.02161113,31.81297429,14.61284087,26.33702977,1.20918525,31.81297429,29.3972139
Sample,Sample iPSC,Human,Human iPSC,H4,H4 iPSC,H28834,H28834 iPSC,H28834 iPSC - SOX17,iPSC,SOX17,2,H4I2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,26.11281586,2.06,26.33702977,0.92480608,31.81297429,40.52614973,26.33702977,1.1865366,31.81297429,16.97188879,26.33702977,1.05347679,31.81297429,25.61169391
Sample,Sample iPSC,Human,Human iPSC,H4,H4 iPSC,H28834,H28834 iPSC,H28834 iPSC - SOX17,iPSC,SOX17,3,H4I2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,26.33442497,2.06,26.33702977,0.74447291,31.81297429,32.62372659,26.33702977,0.82496068,31.81297429,11.80000761,26.33702977,0.78502265,31.81297429,19.08514738
Sample,Sample MSC,Human,Human MSC,H4,H4 MSC,H28834,H28834 MSC,H28834 MSC - SOX17,MSC,SOX17,1,H4M2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,32.17630386,2.06,26.33702977,0.01947454,31.81297429,0.8533985,26.33702977,0.07443743,31.81297429,1.06473221,26.33702977,0.03944571,31.81297429,0.95898777
Sample,Sample MSC,Human,Human MSC,H4,H4 MSC,H28834,H28834 MSC,H28834 MSC - SOX17,MSC,SOX17,2,H4M2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,31.57102776,2.06,26.33702977,0.02785304,31.81297429,1.22055493,26.33702977,0.10197938,31.81297429,1.45868462,26.33702977,0.05514094,31.81297429,1.34056373
Sample,Sample MSC,Human,Human MSC,H4,H4 MSC,H28834,H28834 MSC,H28834 MSC - SOX17,MSC,SOX17,3,H4M2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,31.69159126,2.06,26.33702977,0.02190817,31.81297429,0.96004325,26.33702977,0.04501416,31.81297429,0.64387002,26.33702977,0.0319953,31.81297429,0.77785646
Sample,Sample Adipogenic,Human,Human Adipogenic,H4,H4 Adipogenic,H28834,H28834 Adipogenic,H28834 Adipogenic - SOX17,Adipogenic,SOX17,1,H4A2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,37.36201096,2.06,26.33702977,0.00144805,31.81297429,0.06345526,26.33702977,0.00176301,31.81297429,0.02521753,26.33702977,0.00161306,31.81297429,0.03921616
Sample,Sample Adipogenic,Human,Human Adipogenic,H4,H4 Adipogenic,H28834,H28834 Adipogenic,H28834 Adipogenic - SOX17,Adipogenic,SOX17,2,H4A2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,37.64016342,2.06,26.33702977,0.00063257,31.81297429,0.02772009,26.33702977,0.00113798,31.81297429,0.01627732,26.33702977,0.0008635,31.81297429,0.02099304
Sample,Sample Adipogenic,Human,Human Adipogenic,H4,H4 Adipogenic,H28834,H28834 Adipogenic,H28834 Adipogenic - SOX17,Adipogenic,SOX17,3,H4A2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,36.98796082,2.06,26.33702977,0.00083576,31.81297429,0.03662395,26.33702977,0.00149942,31.81297429,0.02144735,26.33702977,0.00113854,31.81297429,0.02767979
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H4,H4 Chondrogenic,H28834,H28834 Chondrogenic,H28834 Chondrogenic - SOX17,Chondrogenic,SOX17,1,H4C2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,34.28468704,2.06,26.33702977,0.0220026,31.81297429,0.96418103,26.33702977,0.0374567,31.81297429,0.53577021,26.33702977,0.0292803,31.81297429,0.71185064
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H4,H4 Chondrogenic,H28834,H28834 Chondrogenic,H28834 Chondrogenic - SOX17,Chondrogenic,SOX17,2,H4C2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,33.98629379,2.06,26.33702977,0.01809378,31.81297429,0.79289192,26.33702977,0.02647078,31.81297429,0.37863059,26.33702977,0.02220563,31.81297429,0.53985408
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H4,H4 Chondrogenic,H28834,H28834 Chondrogenic,H28834 Chondrogenic - SOX17,Chondrogenic,SOX17,3,H4C2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,33.94678879,2.06,26.33702977,0.01733628,31.81297429,0.75969738,26.33702977,0.02119506,31.81297429,0.30316829,26.33702977,0.0193555,31.81297429,0.47056307
Sample,Sample Osteogenic,Human,Human Osteogenic,H4,H4 Osteogenic,H28834,H28834 Osteogenic,H28834 Osteogenic - SOX17,Osteogenic,SOX17,1,H4O2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,36.65232849,2.06,26.33702977,0.00379276,31.81297429,0.16620352,26.33702977,0.00196087,31.81297429,0.02804772,26.33702977,0.00269695,31.81297429,0.06556712
Sample,Sample Osteogenic,Human,Human Osteogenic,H4,H4 Osteogenic,H28834,H28834 Osteogenic,H28834 Osteogenic - SOX17,Osteogenic,SOX17,2,H4O2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,36.76106262,2.06,26.33702977,0.0022812,31.81297429,0.09996484,26.33702977,0.00171063,31.81297429,0.02446842,26.33702977,0.0019697,31.81297429,0.04788661
Sample,Sample Osteogenic,Human,Human Osteogenic,H4,H4 Osteogenic,H28834,H28834 Osteogenic,H28834 Osteogenic - SOX17,Osteogenic,SOX17,3,H4O2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,36.77054214,2.06,26.33702977,0.00179593,31.81297429,0.0786999,26.33702977,0.00125754,31.81297429,0.0179875,26.33702977,0.00149472,31.81297429,0.03633913
Sample,Sample iPSC,Human,Human iPSC,H5,H5 iPSC,H21792,H21792 iPSC,H21792 iPSC - SOX17,iPSC,SOX17,1,H5I2,study-collection-qPCR-H5 - plate1,9/25/2020,Emilie Briscoe,34.45859146,2.24,34.28866323,2.09104948,31.62966156,0.25663401,34.28866323,1.36613789,31.62966156,0.08084069,34.28866323,1.69646045,31.62966156,0.14542037
Sample,Sample iPSC,Human,Human iPSC,H5,H5 iPSC,H21792,H21792 iPSC,H21792 iPSC - SOX17,iPSC,SOX17,2,H5I2,study-collection-qPCR-H5 - plate1,9/25/2020,Emilie Briscoe,34.44841003,2.24,34.28866323,0.55515643,31.62966156,0.06813422,34.28866323,0.85165821,31.62966156,0.05039655,34.28866323,0.68514678,31.62966156,0.05873069
Sample,Sample iPSC,Human,Human iPSC,H5,H5 iPSC,H21792,H21792 iPSC,H21792 iPSC - SOX17,iPSC,SOX17,3,H5I2,study-collection-qPCR-H5 - plate1,9/25/2020,Emilie Briscoe,33.95898819,2.24,34.28866323,0.86143065,31.62966156,0.10572318,34.28866323,0.85948861,31.62966156,0.05085991,34.28866323,0.860345,31.62966156,0.07374866
Sample,Sample MSC,Human,Human MSC,H5,H5 MSC,H21792,H21792 MSC,H21792 MSC - SOX17,MSC,SOX17,1,H5M2,study-collection-qPCR-H5 - plate1,9/25/2020,Emilie Briscoe,32.62842941,2.24,34.28866323,3.84121544,31.62966156,0.47143146,34.28866323,15.15001053,31.62966156,0.89649614,34.28866323,7.54538164,31.62966156,0.64678913
Sample,Sample MSC,Human,Human MSC,H5,H5 MSC,H21792,H21792 MSC,H21792 MSC - SOX17,MSC,SOX17,2,H5M2,study-collection-qPCR-H5 - plate1,9/25/2020,Emilie Briscoe,31.70085907,2.24,34.28866323,4.98601996,31.62966156,0.61193304,34.28866323,11.55026377,31.62966156,0.68348249,34.28866323,7.53671944,31.62966156,0.64604661
Sample,Sample MSC,Human,Human MSC,H5,H5 MSC,H21792,H21792 MSC,H21792 MSC - SOX17,MSC,SOX17,3,H5M2,study-collection-qPCR-H5 - plate1,9/25/2020,Emilie Briscoe,30.5596962,2.24,34.28866323,28.24409365,31.62966156,3.4663909,34.28866323,27.57964661,31.62966156,1.63201515,34.28866323,27.91849036,31.62966156,2.39316936
Sample,Sample Osteogenic,Human,Human Osteogenic,H5,H5 Osteogenic,H21792,H21792 Osteogenic,H21792 Osteogenic - SOX17,Osteogenic,SOX17,1,H5O2,study-collection-qPCR-H5 - plate1,9/25/2020,Emilie Briscoe,32.45304871,2.24,34.28866323,28.73772834,31.62966156,3.52697457,34.28866323,24.49402661,31.62966156,1.44942475,34.28866323,26.58308456,31.62966156,2.27869855
Sample,Sample Osteogenic,Human,Human Osteogenic,H5,H5 Osteogenic,H21792,H21792 Osteogenic,H21792 Osteogenic - SOX17,Osteogenic,SOX17,2,H5O2,study-collection-qPCR-H5 - plate1,9/25/2020,Emilie Briscoe,33.28609848,2.24,34.28866323,7.92753468,31.62966156,0.97294445,34.28866323,10.02832243,31.62966156,0.59342218,34.28866323,8.90360619,31.62966156,0.76321596
Sample,Sample Osteogenic,Human,Human Osteogenic,H5,H5 Osteogenic,H21792,H21792 Osteogenic,H21792 Osteogenic - SOX17,Osteogenic,SOX17,3,H5O2,study-collection-qPCR-H5 - plate1,9/25/2020,Emilie Briscoe,32.25772095,2.24,34.28866323,15.84691103,31.62966156,1.94488762,34.28866323,13.12844212,31.62966156,0.77687059,34.28866323,14.45133704,31.62966156,1.23876673
Sample,Sample iPSC,Human,Human iPSC,H6,H6 iPSC,H20961,H20961 iPSC,H20961 iPSC - SOX17,iPSC,SOX17,1,H6I2,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,25.56208611,1.97,24.76585515,1.02352769,33.32526525,561.2056543,24.76585515,1.03890448,33.32526525,80.18059203,24.76585515,1.0347833,33.32526525,199.6968418
Sample,Sample iPSC,Human,Human iPSC,H6,H6 iPSC,H20961,H20961 iPSC,H20961 iPSC - SOX17,iPSC,SOX17,2,H6I2,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,24.49075317,1.97,24.76585515,0.98910289,33.32526525,542.3303539,24.76585515,1.05568844,33.32526525,81.47594487,24.76585515,1.02304402,33.32526525,197.4313472
Sample,Sample iPSC,Human,Human iPSC,H6,H6 iPSC,H20961,H20961 iPSC,H20961 iPSC - SOX17,iPSC,SOX17,3,H6I2,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,24.24472618,1.97,24.76585515,0.98777706,33.32526525,541.6033947,24.76585515,0.91177697,33.32526525,70.36914258,24.76585515,0.94461811,33.32526525,182.2963842
Sample,Sample MSC,Human,Human MSC,H6,H6 MSC,H20961,H20961 MSC,H20961 MSC - SOX17,MSC,SOX17,1,H6M2,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,34.07232666,1.97,24.76585515,0.00105936,33.32526525,0.58085138,24.76585515,0.01082056,33.32526525,0.83510912,24.76585515,0.00365296,33.32526525,0.70496315
Sample,Sample MSC,Human,Human MSC,H6,H6 MSC,H20961,H20961 MSC,H20961 MSC - SOX17,MSC,SOX17,2,H6M2,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,32.83521271,1.97,24.76585515,0.00251835,33.32526525,1.38082376,24.76585515,0.01612569,33.32526525,1.24454886,24.76585515,0.00676862,33.32526525,1.30623726
Sample,Sample MSC,Human,Human MSC,H6,H6 MSC,H20961,H20961 MSC,H20961 MSC - SOX17,MSC,SOX17,3,H6M2,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,33.06825638,1.97,24.76585515,0.00227392,33.32526525,1.2467998,24.76585515,0.01246669,33.32526525,0.96215451,24.76585515,0.00562717,33.32526525,1.08595422
Sample,Sample Adipogenic,Human,Human Adipogenic,H6,H6 Adipogenic,H20961,H20961 Adipogenic,H20961 Adipogenic - SOX17,Adipogenic,SOX17,1,H6A1,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,31.8172245,1.97,24.76585515,0.01746157,33.32526525,9.57426996,24.76585515,0.08995858,33.32526525,6.9428253,24.76585515,0.04206254,33.32526525,8.11740636
Sample,Sample Adipogenic,Human,Human Adipogenic,H6,H6 Adipogenic,H20961,H20961 Adipogenic,H20961 Adipogenic - SOX17,Adipogenic,SOX17,2,H6A1,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,31.45369148,1.97,24.76585515,0.00759352,33.32526525,4.16356759,24.76585515,0.04091138,33.32526525,3.15745908,24.76585515,0.01862784,33.32526525,3.59487931
Sample,Sample Adipogenic,Human,Human Adipogenic,H6,H6 Adipogenic,H20961,H20961 Adipogenic,H20961 Adipogenic - SOX17,Adipogenic,SOX17,3,H6A1,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,31.98225212,1.97,24.76585515,0.00872149,33.32526525,4.78203713,24.76585515,0.03129019,33.32526525,2.41491505,24.76585515,0.01726527,33.32526525,3.33192528
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H6,H6 Chondrogenic,H20961,H20961 Chondrogenic,H20961 Chondrogenic - SOX17,Chondrogenic,SOX17,1,H6C1,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,34.07375717,1.97,24.76585515,0.02375361,33.32526525,13.02423206,24.76585515,0.03819083,33.32526525,2.94749232,24.76585515,0.031028,33.32526525,5.98791503
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H6,H6 Chondrogenic,H20961,H20961 Chondrogenic,H20961 Chondrogenic - SOX17,Chondrogenic,SOX17,2,H6C1,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,32.90615845,1.97,24.76585515,0.0086645,33.32526525,4.75079101,24.76585515,0.01086109,33.32526525,0.83823766,24.76585515,0.00981585,33.32526525,1.89430475
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H6,H6 Chondrogenic,H20961,H20961 Chondrogenic,H20961 Chondrogenic - SOX17,Chondrogenic,SOX17,3,H6C1,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,35.46276093,1.97,24.76585515,0.00091447,33.32526525,0.50140879,24.76585515,0.00233133,33.32526525,0.17992755,24.76585515,0.00150933,33.32526525,0.2912768
Sample,Sample Osteogenic,Human,Human Osteogenic,H6,H6 Osteogenic,H20961,H20961 Osteogenic,H20961 Osteogenic - SOX17,Osteogenic,SOX17,1,H6O3,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,35.34082413,1.97,24.76585515,0.0022498,33.32526525,1.23357984,24.76585515,0.00308971,33.32526525,0.23845751,24.76585515,0.00268037,33.32526525,0.5172696
Sample,Sample Osteogenic,Human,Human Osteogenic,H6,H6 Osteogenic,H20961,H20961 Osteogenic,H20961 Osteogenic - SOX17,Osteogenic,SOX17,2,H6O3,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,33.95196152,1.97,24.76585515,0.00520023,33.32526525,2.85131342,24.76585515,0.00600035,33.32526525,0.46309481,24.76585515,0.00564232,33.32526525,1.08887958
Sample,Sample Osteogenic,Human,Human Osteogenic,H6,H6 Osteogenic,H20961,H20961 Osteogenic,H20961 Osteogenic - SOX17,Osteogenic,SOX17,3,H6O3,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,35.30866623,1.97,24.76585515,0.00195019,33.32526525,1.06929693,24.76585515,0.00262203,33.32526525,0.20236325,24.76585515,0.00229526,33.32526525,0.44294861
Sample,Sample C8861 iPSC,Chimpanzee,Chimpanzee C8861 iPSC,C1,C1 C8861 iPSC,C8861,C8861 iPSC,C8861 iPSC - SOX17,C8861 iPSC,SOX17,1,C1I2,study-collection-qPCR-C1,6/30/2020,Emilie Briscoe,30.55406952,1.97,,,,,30.51229604,1.09869746,32.06037585,1.29605203,,,,
Sample,Sample C8861 iPSC,Chimpanzee,Chimpanzee C8861 iPSC,C1,C1 C8861 iPSC,C8861,C8861 iPSC,C8861 iPSC - SOX17,C8861 iPSC,SOX17,2,C1I2,study-collection-qPCR-C1,6/30/2020,Emilie Briscoe,30.78953934,1.97,,,,,30.51229604,1.13922122,32.06037585,1.34385491,,,,
Sample,Sample C8861 iPSC,Chimpanzee,Chimpanzee C8861 iPSC,C1,C1 C8861 iPSC,C8861,C8861 iPSC,C8861 iPSC - SOX17,C8861 iPSC,SOX17,3,C1I2,study-collection-qPCR-C1,6/30/2020,Emilie Briscoe,30.19327927,1.97,,,,,30.51229604,0.79893935,32.06037585,0.94244959,,,,
Sample,Sample C8861 MSC,Chimpanzee,Chimpanzee C8861 MSC,C1,C1 C8861 MSC,C8861,C8861 MSC,C8861 MSC - SOX17,C8861 MSC,SOX17,1,C1M2,study-collection-qPCR-C1,6/30/2020,Emilie Briscoe,33.9296875,1.97,,,,,30.51229604,0.42456138,32.06037585,0.50082363,,,,
Sample,Sample C8861 MSC,Chimpanzee,Chimpanzee C8861 MSC,C1,C1 C8861 MSC,C8861,C8861 MSC,C8861 MSC - SOX17,C8861 MSC,SOX17,2,C1M2,study-collection-qPCR-C1,6/30/2020,Emilie Briscoe,30.7481308,1.97,,,,,30.51229604,1.50782624,32.06037585,1.77867096,,,,
Sample,Sample C8861 MSC,Chimpanzee,Chimpanzee C8861 MSC,C1,C1 C8861 MSC,C8861,C8861 MSC,C8861 MSC - SOX17,C8861 MSC,SOX17,3,C1M2,study-collection-qPCR-C1,6/30/2020,Emilie Briscoe,31.50330925,1.97,,,,,30.51229604,0.95164564,32.06037585,1.12258589,,,,
Sample,Sample C8861 Adipogenic,Chimpanzee,Chimpanzee C8861 Adipogenic,C1,C1 C8861 Adipogenic,C8861,C8861 Adipogenic,C8861 Adipogenic - SOX17,C8861 Adipogenic,SOX17,1,C1A1,study-collection-qPCR-C1,6/30/2020,Emilie Briscoe,Undetermined,1.97,,,,,30.51229604,,32.06037585,,,,,
Sample,Sample C8861 Adipogenic,Chimpanzee,Chimpanzee C8861 Adipogenic,C1,C1 C8861 Adipogenic,C8861,C8861 Adipogenic,C8861 Adipogenic - SOX17,C8861 Adipogenic,SOX17,2,C1A1,study-collection-qPCR-C1,6/30/2020,Emilie Briscoe,Undetermined,1.97,,,,,30.51229604,,32.06037585,,,,,
Sample,Sample C8861 Adipogenic,Chimpanzee,Chimpanzee C8861 Adipogenic,C1,C1 C8861 Adipogenic,C8861,C8861 Adipogenic,C8861 Adipogenic - SOX17,C8861 Adipogenic,SOX17,3,C1A1,study-collection-qPCR-C1,6/30/2020,Emilie Briscoe,Undetermined,1.97,,,,,30.51229604,,32.06037585,,,,,
Sample,Sample C8861 Chondrogenic,Chimpanzee,Chimpanzee C8861 Chondrogenic,C1,C1 C8861 Chondrogenic,C8861,C8861 Chondrogenic,C8861 Chondrogenic - SOX17,C8861 Chondrogenic,SOX17,1,C1C2,study-collection-qPCR-C1,6/30/2020,Emilie Briscoe,35.3041153,1.97,,,,,30.51229604,0.08968186,32.06037585,0.10579105,,,,
Sample,Sample C8861 Chondrogenic,Chimpanzee,Chimpanzee C8861 Chondrogenic,C1,C1 C8861 Chondrogenic,C8861,C8861 Chondrogenic,C8861 Chondrogenic - SOX17,C8861 Chondrogenic,SOX17,2,C1C2,study-collection-qPCR-C1,6/30/2020,Emilie Briscoe,34.90250778,1.97,,,,,30.51229604,0.14512739,32.06037585,0.17119603,,,,
Sample,Sample C8861 Chondrogenic,Chimpanzee,Chimpanzee C8861 Chondrogenic,C1,C1 C8861 Chondrogenic,C8861,C8861 Chondrogenic,C8861 Chondrogenic - SOX17,C8861 Chondrogenic,SOX17,3,C1C2,study-collection-qPCR-C1,6/30/2020,Emilie Briscoe,35.31930542,1.97,,,,,30.51229604,0.0871037,32.06037585,0.10274978,,,,
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C1-r2,C1-r2 iPSC,C8861,C8861 (rep2) iPSC,C8861 (rep2) iPSC - SOX17,iPSC,SOX17,1,C1Ir2,study-collection-qPCR-C1r - plate1,10/30/2020,Emilie Briscoe,33.35092926,1.84,32.26859538,1.09975861,35.38127899,17.70599734,32.26859538,1.19856299,35.38127899,5.02750684,32.26859538,1.14913551,35.38127899,9.80345208
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C1-r2,C1-r2 iPSC,C8861,C8861 (rep2) iPSC,C8861 (rep2) iPSC - SOX17,iPSC,SOX17,2,C1Ir2,study-collection-qPCR-C1r - plate1,10/30/2020,Emilie Briscoe,31.73849106,1.84,32.26859538,0.96688389,35.38127899,15.56672853,32.26859538,0.70896914,35.38127899,2.97385052,32.26859538,0.83322758,35.38127899,7.10839287
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C1-r2,C1-r2 iPSC,C8861,C8861 (rep2) iPSC,C8861 (rep2) iPSC - SOX17,iPSC,SOX17,3,C1Ir2,study-collection-qPCR-C1r - plate1,10/30/2020,Emilie Briscoe,31.71636581,1.84,32.26859538,0.94043396,35.38127899,15.14088743,32.26859538,1.17682479,35.38127899,4.93632351,32.26859538,1.0443958,35.38127899,8.90990142
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C1-r2,C1-r2 MSC,C8861,C8861 (rep2) MSC,C8861 (rep2) MSC - SOX17,MSC,SOX17,1,C1Mr1,study-collection-qPCR-C1r - plate1,10/30/2020,Emilie Briscoe,35.38127899,1.84,32.26859538,0.07446685,35.38127899,1.19890841,32.26859538,0.4878836,35.38127899,2.04648248,32.26859538,0.18128477,35.38127899,1.54656833
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C1-r2,C1-r2 MSC,C8861,C8861 (rep2) MSC,C8861 (rep2) MSC - SOX17,MSC,SOX17,2,C1Mr1,study-collection-qPCR-C1r - plate1,10/30/2020,Emilie Briscoe,Undetermined,1.84,32.26859538,,35.38127899,,32.26859538,,35.38127899,,32.26859538,,35.38127899,
