,refsnp_id,ensembl_gene_stable_id
2832,rs6581551,ENSG00000243024
2833,rs6581551,ENSG00000185306
2834,rs6581626,ENSG00000174099
2835,rs4718298,
2836,rs4719495,ENSG00000106546
2837,rs4722756,ENSG00000153814
2838,rs6467235,ENSG00000158467
2839,rs6593279,
2840,rs5012357,
2841,rs6460270,
2842,rs6461441,
2843,rs6462426,
2844,rs6462488,ENSG00000122507
2845,rs823114,
2846,rs835362,ENSG00000172456
2847,rs905938,ENSG00000163354
2848,rs916380,
2849,rs926438,ENSG00000188672
2850,rs670318,
2851,rs945631,ENSG00000154511
2852,rs946027,ENSG00000054267
2853,rs962242,ENSG00000160710
2854,rs991967,ENSG00000092969
2855,rs684484,
2856,rs696606,
2857,rs698927,
2858,rs709397,
2859,rs742824,ENSG00000198793
2860,rs742824,LRG_734
2861,rs743973,
2862,rs778417,ENSG00000284686
2863,rs794706,ENSG00000162753
2864,rs6688119,
2865,rs6690229,ENSG00000120332
2866,rs6690662,ENSG00000143363
2867,rs6691053,ENSG00000185278
2868,rs6691430,
2869,rs6691924,
2870,rs6692090,
2871,rs6693012,ENSG00000134644
2872,rs6695965,ENSG00000116128
2873,rs6697469,ENSG00000162733
2874,rs6697469,LRG_1390
2875,rs6704012,ENSG00000142611
2876,rs7349092,ENSG00000116183
2877,rs7354862,
2878,rs7517682,ENSG00000060718
2879,rs6678816,ENSG00000171790
2880,rs6683674,ENSG00000092978
2881,rs6684154,ENSG00000143363
2882,rs6686366,ENSG00000162430
2883,rs7554707,ENSG00000143367
2884,rs6666716,ENSG00000116133
2885,rs6669877,
2886,rs6672470,
2887,rs7523761,ENSG00000162378
2888,rs7523890,
2889,rs7525985,
2890,rs7528943,
2891,rs7540350,
2892,rs7540438,ENSG00000143850
2893,rs7541554,
2894,rs7542242,
2895,rs7544462,ENSG00000163875
2896,rs7545219,
2897,rs9661719,ENSG00000127481
2898,rs9662546,
2899,rs9426902,ENSG00000143624
2900,rs9426902,ENSG00000262826
2901,rs6658835,ENSG00000092969
2902,rs6661326,
2903,rs6662366,
2904,rs8922,ENSG00000102452
2905,rs992583,ENSG00000139668
2906,rs797515,ENSG00000186047
2907,rs933089,
2908,rs943280,ENSG00000139687
2909,rs7338171,ENSG00000185352
2910,rs7328100,ENSG00000102547
2911,rs7332242,
2912,rs7334222,ENSG00000032742
2913,rs7336104,
2914,rs7337175,
2915,rs8000549,
2916,rs9300607,ENSG00000134864
2917,rs9315339,ENSG00000172915
2918,rs7990306,ENSG00000186047
2919,rs7990378,
2920,rs7991266,
2921,rs7992845,
2922,rs9523266,
2923,rs7319045,
2924,rs7320206,
2925,rs9535179,ENSG00000102543
2926,rs9535343,
2927,rs9535475,ENSG00000186047
2928,rs9543116,ENSG00000083520
2929,rs9543657,
2930,rs9549699,ENSG00000139842
2931,rs9581881,
2932,rs9568298,
2933,rs9568336,
2934,rs9574556,
2935,rs9576006,
2936,rs9576129,ENSG00000120693
2937,rs9576129,LRG_703
2938,rs906283,ENSG00000154864
2939,rs675806,
2940,rs7505245,ENSG00000141627
2941,rs8084470,ENSG00000074657
2942,rs7230618,
2943,rs8097893,ENSG00000166573
2944,rs9636077,
2945,rs9949076,ENSG00000267140
2946,rs9952407,ENSG00000166377
2947,rs9952407,
2948,rs8088885,ENSG00000133313
2949,rs8090312,ENSG00000131196
2950,rs8640,ENSG00000136068
2951,rs703912,ENSG00000157087
2952,rs710550,ENSG00000090530
2953,rs720390,
2954,rs720485,ENSG00000285713
2955,rs724448,ENSG00000160801
2956,rs727420,ENSG00000152595
2957,rs750170,ENSG00000163932
2958,rs750170,LRG_1327
2959,rs763318,
2960,rs769242,ENSG00000145386
2961,rs774544,
2962,rs788860,
2963,rs798754,ENSG00000168936
2964,rs798754,ENSG00000013810
2965,rs793202,ENSG00000157388
2966,rs882920,
2967,rs827179,ENSG00000174891
2968,rs919047,
2969,rs924837,
2970,rs955748,ENSG00000151718
2971,rs958633,ENSG00000035928
2972,rs989346,ENSG00000285713
2973,rs960062,
2974,rs990211,ENSG00000213672
2975,rs6765926,
2976,rs6765930,ENSG00000183624
2977,rs6768339,ENSG00000125037
2978,rs6810591,ENSG00000130997
2979,rs6810591,ENSG00000214367
2980,rs6811274,
2981,rs6820957,ENSG00000197712
2982,rs6787151,ENSG00000090530
2983,rs6827199,ENSG00000180801
2984,rs6797299,ENSG00000164061
2985,rs6799330,ENSG00000073792
2986,rs6801848,ENSG00000073792
2987,rs6838153,
2988,rs6808185,ENSG00000144730
2989,rs6810039,ENSG00000173705
2990,rs6773834,ENSG00000188729
2991,rs6774653,ENSG00000178772
2992,rs6775488,
2993,rs6814476,ENSG00000127418
2994,rs6815050,ENSG00000123737
2995,rs6779039,
2996,rs6817771,ENSG00000164161
2997,rs6817771,ENSG00000285713
2998,rs6820313,
2999,rs6848368,
3000,rs7609665,ENSG00000073792
3001,rs6851073,ENSG00000109184
3002,rs7614739,ENSG00000156931
3003,rs7616371,
3004,rs7619465,ENSG00000163946
3005,rs6857769,
3006,rs7633770,
3007,rs7637801,
3008,rs7639683,
3009,rs7665555,
3010,rs9790019,ENSG00000144724
3011,rs7688346,ENSG00000109787
3012,rs7689003,
3013,rs9814223,ENSG00000151090
3014,rs7689420,ENSG00000164161
3015,rs7689420,ENSG00000285713
3016,rs9815886,
3017,rs9816270,ENSG00000163539
3018,rs7677121,ENSG00000109684
3019,rs9289196,ENSG00000138496
3020,rs9289540,
3021,rs7624087,
3022,rs9826470,ENSG00000144677
3023,rs9831613,ENSG00000070950
3024,rs9685931,ENSG00000155269
3025,rs7666523,ENSG00000285713
3026,rs7648069,
3027,rs7648704,
3028,rs7652298,ENSG00000197415
3029,rs9837001,
3030,rs9838846,ENSG00000170248
3031,rs9841271,ENSG00000174839
3032,rs9841435,ENSG00000152492
3033,rs9841671,
3034,rs9993121,
3035,rs9863270,ENSG00000173950
3036,rs9866081,
3037,rs9867814,ENSG00000145012
3038,rs9869435,ENSG00000156931
3039,rs9871418,
3040,rs9845687,
3041,rs9848751,
3042,rs9850785,ENSG00000163539
3043,rs7691791,ENSG00000198189
3044,rs9820495,ENSG00000085276
3045,rs7697556,
3046,rs7698598,ENSG00000172403
3047,rs9873460,ENSG00000181722
3048,rs9879724,
3049,rs9881663,ENSG00000151090
3050,rs704,ENSG00000273171
3051,rs704,ENSG00000109072
3052,rs704,ENSG00000004139
3053,rs7266,ENSG00000108953
3054,rs7266,ENSG00000274474
3055,rs9217,ENSG00000174282
3056,rs9217,ENSG00000283868
3057,rs748472,ENSG00000066933
3058,rs767199,ENSG00000137869
3059,rs813017,ENSG00000069667
3060,rs892650,
3061,rs897486,
3062,rs901973,
3063,rs931963,ENSG00000172349
3064,rs936226,
3065,rs975210,ENSG00000140332
3066,rs997295,ENSG00000137764
3067,rs740605,ENSG00000108387
3068,rs741128,ENSG00000153930
3069,rs757558,ENSG00000266076
3070,rs757608,
3071,rs817543,ENSG00000108984
3072,rs820227,
3073,rs916661,ENSG00000136448
3074,rs965991,ENSG00000108932
3075,rs965991,ENSG00000141337
3076,rs972846,
3077,rs88505,
3078,rs7206971,ENSG00000178852
3079,rs7207347,
3080,rs7165138,ENSG00000156218
3081,rs7210356,ENSG00000168646
3082,rs7210356,LRG_296
3083,rs7211610,ENSG00000170310
3084,rs7211642,
3085,rs7212001,ENSG00000186185
3086,rs7168307,ENSG00000285920
3087,rs7168307,ENSG00000137804
3088,rs7168307,ENSG00000104147
3089,rs7221150,
3090,rs7221974,ENSG00000167716
3091,rs7221974,ENSG00000276021
3092,rs7178540,
3093,rs7223448,
3094,rs7225453,ENSG00000074755
3095,rs7181724,
3096,rs7181904,ENSG00000169758
3097,rs7342938,ENSG00000176208
3098,rs7182660,ENSG00000128908
3099,rs7182660,LRG_1233
3100,rs7183244,ENSG00000166949
3101,rs7213608,
3102,rs7214014,ENSG00000108578
3103,rs7170035,ENSG00000140443
3104,rs7170291,ENSG00000167139
3105,rs7214479,
3106,rs7170986,
3107,rs7219051,ENSG00000189050
3108,rs7219051,ENSG00000267318
3109,rs7219215,ENSG00000087157
3110,rs8073371,
3111,rs8033375,ENSG00000157766
3112,rs8034284,ENSG00000140443
3113,rs8036314,ENSG00000140525
3114,rs8036314,LRG_500
3115,rs8081187,
3116,rs8039472,ENSG00000136383
3117,rs8040132,
3118,rs8042424,ENSG00000131873
3119,rs9890869,
3120,rs9890920,ENSG00000181222
3121,rs9890920,ENSG00000284832
3122,rs8182039,ENSG00000166415
3123,rs8192297,ENSG00000166825
3124,rs9630453,ENSG00000157766
3125,rs9672401,ENSG00000140470
3126,rs9672868,ENSG00000140470
3127,rs9672916,ENSG00000140488
3128,rs9672916,ENSG00000260729
3129,rs9672916,ENSG00000273025
3130,rs9673084,
3131,rs9893518,ENSG00000285947
3132,rs9893518,ENSG00000007312
3133,rs9893518,LRG_43
3134,rs9944398,ENSG00000141526
3135,rs9806416,ENSG00000140368
3136,rs9806416,LRG_172
3137,rs9920515,ENSG00000140443
3138,rs9896721,ENSG00000196535
3139,rs9898055,ENSG00000125695
3140,rs9901434,ENSG00000177885
3141,rs9905411,
3142,rs9909570,ENSG00000187997
3143,rs9912394,ENSG00000141298
3144,rs7496668,ENSG00000140470
3145,rs8066695,ENSG00000035862
3146,rs8023845,
3147,rs8067165,
3148,rs8024593,
3149,rs8069300,ENSG00000065559
3150,rs8025708,ENSG00000137872
3151,rs8070447,ENSG00000186834
3152,rs8070554,ENSG00000108651
3153,rs8028130,ENSG00000259315
3154,rs8028620,ENSG00000140443
3155,rs8072674,
3156,rs8028925,ENSG00000103942
3157,rs8504,ENSG00000137693
3158,rs673731,ENSG00000166435
3159,rs692892,
3160,rs731102,ENSG00000019485
3161,rs735028,
3162,rs948446,ENSG00000132744
3163,rs878995,
3164,rs888345,ENSG00000169427
3165,rs895619,
3166,rs900239,
3167,rs921142,
3168,rs757081,ENSG00000070081
3169,rs719240,
3170,rs731126,ENSG00000169946
3171,rs904555,ENSG00000179241
3172,rs702072,
3173,rs702100,
3174,rs889014,
3175,rs890913,ENSG00000168944
3176,rs976576,ENSG00000113389
3177,rs702691,ENSG00000095015
3178,rs752229,
3179,rs769109,
3180,rs781794,ENSG00000082068
3181,rs793356,ENSG00000164463
3182,rs853170,ENSG00000145819
3183,rs853170,LRG_1127
3184,rs854037,
3185,rs860664,
3186,rs875525,ENSG00000154122
3187,rs999826,
3188,rs703990,ENSG00000108175
3189,rs721041,ENSG00000169129
3190,rs796945,ENSG00000184719
3191,rs878177,ENSG00000138131
3192,rs951859,
3193,rs7103246,
3194,rs7107012,ENSG00000109944
3195,rs7110612,
3196,rs7121168,ENSG00000166436
3197,rs7123034,
3198,rs7123728,ENSG00000133812
3199,rs7123728,LRG_267
3200,rs7124109,ENSG00000149177
3201,rs7126621,ENSG00000134954
3202,rs6982502,
3203,rs6982753,
3204,rs6983167,
3205,rs7481584,ENSG00000110619
3206,rs7481584,ENSG00000278191
3207,rs7482339,
3208,rs6988087,ENSG00000104375
3209,rs6988484,
3210,rs6988652,
3211,rs7926282,
3212,rs7926589,ENSG00000166478
3213,rs6994177,
3214,rs7932891,
3215,rs6996965,ENSG00000066827
3216,rs6997004,
3217,rs7934681,ENSG00000135365
3218,rs7000766,ENSG00000171316
3219,rs7000766,LRG_176
3220,rs7937783,
3221,rs7002507,ENSG00000147408
3222,rs7939552,ENSG00000131620
3223,rs7941132,ENSG00000133818
3224,rs7005904,ENSG00000275342
3225,rs7005904,
3226,rs7008395,ENSG00000104375
3227,rs7008867,
3228,rs7945211,ENSG00000205213
3229,rs7948782,
3230,rs7951189,ENSG00000256349
3231,rs7951189,ENSG00000174483
3232,rs7017215,
3233,rs7820829,ENSG00000104375
3234,rs7821751,ENSG00000066827
3235,rs7823327,
3236,rs7827290,ENSG00000022567
3237,rs7830500,
3238,rs7831448,
3239,rs7293676,
3240,rs8842,ENSG00000204261
3241,rs8842,ENSG00000240065
3242,rs8842,ENSG00000168394
3243,rs8842,ENSG00000232367
3244,rs8842,ENSG00000243067
3245,rs8842,ENSG00000243594
3246,rs8842,ENSG00000206297
3247,rs8842,ENSG00000239836
3248,rs8842,ENSG00000226173
3249,rs8842,ENSG00000243958
3250,rs8842,ENSG00000224748
3251,rs8842,ENSG00000224212
3252,rs8842,ENSG00000240118
3253,rs8842,ENSG00000227816
3254,rs8842,ENSG00000242711
3255,rs8842,ENSG00000240508
3256,rs8842,ENSG00000230705
3257,rs7464572,ENSG00000178209
3258,rs7812646,
3259,rs7814212,ENSG00000104313
3260,rs7815903,ENSG00000164741
3261,rs7815955,
3262,rs7833244,
3263,rs7833723,ENSG00000104499
3264,rs7834383,ENSG00000164741
3265,rs7834479,ENSG00000164741
3266,rs7835981,
3267,rs7836059,
3268,rs7838625,
3269,rs7839927,
3270,rs8180991,
3271,rs9644032,ENSG00000147454
3272,rs9650315,
3273,rs9650469,ENSG00000203499
3274,rs9650469,
3275,rs9792264,ENSG00000066827
3276,rs9969501,ENSG00000104408
3277,rs6877743,ENSG00000113448
3278,rs6877994,ENSG00000171530
3279,rs6878608,
3280,rs6879260,ENSG00000131459
3281,rs6889967,ENSG00000151422
3282,rs732594,ENSG00000146197
3283,rs6864427,
3284,rs6866701,ENSG00000145808
3285,rs6873027,
3286,rs7703022,ENSG00000113448
3287,rs7069375,ENSG00000198873
3288,rs7705189,ENSG00000072682
3289,rs915125,
3290,rs932445,ENSG00000112699
3291,rs7072901,ENSG00000197771
3292,rs7710020,
3293,rs980014,
3294,rs7712162,ENSG00000164329
3295,rs7077783,ENSG00000148498
3296,rs7078243,ENSG00000138160
3297,rs761391,ENSG00000112837
3298,rs6895631,ENSG00000217128
3299,rs6895631,ENSG00000273217
3300,rs6895892,ENSG00000151388
3301,rs6895892,
3302,rs6896697,
3303,rs6897117,ENSG00000177058
3304,rs6897876,
3305,rs806794,ENSG00000277224
3306,rs847849,ENSG00000064999
3307,rs7700995,
3308,rs9292673,
3309,rs9292741,ENSG00000153071
3310,rs7893652,ENSG00000198682
3311,rs7896371,ENSG00000185736
3312,rs9326750,ENSG00000151422
3313,rs9327705,
3314,rs7899004,ENSG00000107882
3315,rs7899004,LRG_521
3316,rs7899812,
3317,rs7900763,
3318,rs7902581,
3319,rs7081464,
3320,rs7717604,ENSG00000168916
3321,rs7082838,ENSG00000196233
3322,rs7084999,ENSG00000138336
3323,rs7089424,ENSG00000150347
3324,rs7091821,
3325,rs7729395,ENSG00000145730
3326,rs7094463,ENSG00000148737
3327,rs7095225,
3328,rs7736186,ENSG00000113448
3329,rs9423477,ENSG00000067057
3330,rs7907629,ENSG00000107957
3331,rs7908994,ENSG00000187134
3332,rs7910211,
3333,rs7911488,ENSG00000173915
3334,rs7911488,ENSG00000283867
3335,rs7912108,
3336,rs7915430,ENSG00000107651
3337,rs7916441,ENSG00000108175
3338,rs7917772,ENSG00000156398
3339,rs7918126,
3340,rs7918732,
3341,rs7919319,
3342,rs7924080,ENSG00000148737
3343,rs9419387,ENSG00000175470
3344,rs6901756,ENSG00000288721
3345,rs6901756,ENSG00000164663
3346,rs6903903,ENSG00000057663
3347,rs6906538,
3348,rs6913428,
3349,rs6914407,
3350,rs6916394,ENSG00000204516
3351,rs6916394,
3352,rs6916394,ENSG00000231179
3353,rs6916515,ENSG00000112561
3354,rs6916921,ENSG00000204498
3355,rs6916921,ENSG00000234530
3356,rs6916921,ENSG00000236346
3357,rs6916921,ENSG00000227565
3358,rs6916921,ENSG00000206440
3359,rs6916921,ENSG00000236196
3360,rs6916921,ENSG00000235125
3361,rs6922886,
3362,rs6924063,
3363,rs6925564,ENSG00000153975
3364,rs6927268,
3365,rs6931341,ENSG00000281613
3366,rs7739344,
3367,rs7740107,ENSG00000198945
3368,rs7741044,
3369,rs7743622,
3370,rs7771156,ENSG00000155906
3371,rs7774592,ENSG00000196569
3372,rs7774592,LRG_409
3373,rs7774919,
3374,rs6942097,ENSG00000184530
3375,rs7749796,ENSG00000196284
3376,rs7750292,
3377,rs7752292,ENSG00000079819
3378,rs7752468,ENSG00000064999
3379,rs7758658,
3380,rs9263699,ENSG00000204540
3381,rs9263699,ENSG00000235487
3382,rs9263699,ENSG00000233734
3383,rs9263699,ENSG00000231094
3384,rs9263699,ENSG00000206458
3385,rs9263699,ENSG00000233439
3386,rs7766620,ENSG00000112293
3387,rs7768682,ENSG00000146109
3388,rs7769440,ENSG00000171408
3389,rs9277935,
3390,rs9328445,ENSG00000153162
3391,rs9344126,
3392,rs9346705,
3393,rs9348057,ENSG00000112541
3394,rs9350854,
3395,rs9352968,
3396,rs9354469,
3397,rs9358839,ENSG00000168405
3398,rs9361651,
3399,rs9367004,ENSG00000164627
3400,rs9384389,
3401,rs9385883,
3402,rs9388858,ENSG00000256162
3403,rs9389931,
3404,rs9370463,
3405,rs9370563,ENSG00000112200
3406,rs9374591,
3407,rs9377684,ENSG00000187772
3408,rs9378684,ENSG00000112699
3409,rs9379084,ENSG00000124782
3410,rs9395066,ENSG00000196284
3411,rs9395264,ENSG00000198087
3412,rs9396464,
3413,rs9403991,ENSG00000111962
3414,rs9461443,ENSG00000137185
3415,rs9461776,
3416,rs9461776,ENSG00000206240
3417,rs9461776,ENSG00000206306
3418,rs9461776,ENSG00000236884
3419,rs9461776,ENSG00000228080
3420,rs9461776,ENSG00000229074
3421,rs9461905,
3422,rs9461939,
3423,rs9462042,ENSG00000064999
3424,rs9463015,
3425,rs9765848,ENSG00000186340
3426,rs9942465,ENSG00000112033
3427,rs9491690,ENSG00000286215
3428,rs9501057,ENSG00000204538
3429,rs9501057,ENSG00000204540
3430,rs9501057,ENSG00000235487
3431,rs9501057,ENSG00000224544
3432,rs9501057,ENSG00000227246
3433,rs9501057,ENSG00000233734
3434,rs9501057,ENSG00000231094
3435,rs9501057,ENSG00000234605
3436,rs9501057,ENSG00000206459
3437,rs9501057,ENSG00000206458
3438,rs9501057,ENSG00000233439
3439,rs9501057,ENSG00000232127
3440,rs9504925,
3441,rs9470191,ENSG00000112053
3442,rs9470482,
3443,rs9470811,ENSG00000183826
3444,rs9475399,ENSG00000112175
3445,rs9479117,ENSG00000091831
3446,rs9479504,ENSG00000091844
3447,rs9443804,
3448,rs9450325,
3449,rs683808,
3450,rs742614,
3451,rs911641,ENSG00000101230
3452,rs913678,
3453,rs965808,
3454,rs973542,
3455,rs7261425,ENSG00000089101
3456,rs7273787,
3457,rs8117259,
3458,rs8124620,
3459,rs755011,ENSG00000100592
3460,rs811133,
3461,rs856219,
3462,rs862052,ENSG00000119681
3463,rs888414,
3464,rs904061,ENSG00000087303
3465,rs927381,
3466,rs935728,ENSG00000100629
3467,rs7141790,
3468,rs7142227,ENSG00000139946
3469,rs7144011,ENSG00000021645
3470,rs7151526,
3471,rs7154514,
3472,rs7154819,ENSG00000139970
3473,rs7158343,ENSG00000170099
3474,rs7158343,ENSG00000277405
3475,rs7159851,ENSG00000139970
3476,rs7160860,
3477,rs8019838,ENSG00000066427
3478,rs8019890,ENSG00000165795
3479,rs8022455,
3480,rs9322989,ENSG00000165819
3481,rs9323599,ENSG00000119655
3482,rs8011038,ENSG00000126803
3483,rs8011176,ENSG00000139970
3484,rs8016099,ENSG00000092199
3485,rs702942,
3486,rs711245,ENSG00000171055
3487,rs711245,ENSG00000150938
3488,rs711812,
3489,rs717852,ENSG00000128652
3490,rs734693,ENSG00000119772
3491,rs734693,LRG_459
3492,rs736870,
3493,rs824928,
3494,rs833149,ENSG00000115252
3495,rs867529,ENSG00000172071
3496,rs876531,ENSG00000176720
3497,rs877672,ENSG00000049323
3498,rs882098,ENSG00000144535
3499,rs882098,LRG_534
3500,rs925229,ENSG00000205639
3501,rs940737,ENSG00000239605
3502,rs940737,ENSG00000068724
3503,rs940737,LRG_1323
3504,rs6705170,
3505,rs6705961,ENSG00000158019
3506,rs6706045,
3507,rs6722670,ENSG00000123600
3508,rs6725873,
3509,rs6726253,ENSG00000128655
3510,rs6726253,ENSG00000284741
3511,rs6726917,ENSG00000115970
3512,rs6728179,
3513,rs6732272,
3514,rs738682,ENSG00000186732
3515,rs743409,ENSG00000100030
3516,rs743409,LRG_786
3517,rs743743,ENSG00000185666
3518,rs762669,ENSG00000100258
3519,rs762953,ENSG00000100304
3520,rs6712748,ENSG00000152527
3521,rs6714931,ENSG00000130294
3522,rs6714931,LRG_367
3523,rs6719073,ENSG00000135636
3524,rs6735681,
3525,rs6735994,
3526,rs6737037,ENSG00000198399
3527,rs6739701,
3528,rs6740539,ENSG00000171150
3529,rs6743661,ENSG00000018699
3530,rs6743685,ENSG00000049323
3531,rs6744584,ENSG00000115896
3532,rs6745929,ENSG00000119787
3533,rs6746896,
3534,rs6747682,ENSG00000162994
3535,rs6747797,
3536,rs6749629,
3537,rs6751050,
3538,rs6753288,
3539,rs6754424,
3540,rs6755392,ENSG00000169554
3541,rs6761468,
3542,rs7340253,
3543,rs7425274,ENSG00000153250
3544,rs7425888,ENSG00000226321
3545,rs7561404,ENSG00000115159
3546,rs7562381,ENSG00000055813
3547,rs7564412,ENSG00000169604
3548,rs7568278,
3549,rs7570074,
3550,rs7570090,ENSG00000197713
3551,rs7571341,
3552,rs7571713,
3553,rs7575536,
3554,rs7583741,ENSG00000143919
3555,rs7586377,
3556,rs7586668,ENSG00000125630
3557,rs7586881,ENSG00000136720
3558,rs7589023,ENSG00000127824
3559,rs7589499,
3560,rs7590181,ENSG00000157985
3561,rs7591986,ENSG00000054356
3562,rs7596717,ENSG00000115561
3563,rs7596717,ENSG00000249884
3564,rs7602070,
3565,rs7607070,
3566,rs7608623,
3567,rs9309037,ENSG00000011566
3568,rs9309259,ENSG00000214595
3569,rs9677265,
3570,rs9611950,ENSG00000100266
3571,rs9798267,ENSG00000121988
3572,rs9967806,ENSG00000181378
3573,rs9973704,
3574,rs9625551,ENSG00000100209
3575,rs9626891,
3576,rs9680627,ENSG00000188677
3577,rs740521,ENSG00000141905
3578,rs751729,ENSG00000179922
3579,rs875396,ENSG00000105656
3580,rs881759,ENSG00000171105
3581,rs890850,ENSG00000186994
3582,rs891088,ENSG00000171105
3583,rs899208,ENSG00000142449
3584,rs919814,ENSG00000064932
3585,rs941407,ENSG00000172009
3586,rs7188,ENSG00000197256
3587,rs7252888,ENSG00000258674
3588,rs7252888,ENSG00000186010
3589,rs7253538,
3590,rs7254601,ENSG00000126267
3591,rs7254601,LRG_1246
3592,rs7255721,ENSG00000142303
3593,rs7256192,ENSG00000125755
3594,rs7259046,ENSG00000130520
3595,rs7259703,ENSG00000130300
3596,rs7409490,ENSG00000076662
3597,rs8101081,ENSG00000198597
3598,rs8103992,
3599,rs7249094,ENSG00000142303
3600,rs7250521,ENSG00000131845
3601,rs7251881,ENSG00000104885
3602,rs726046,
3603,rs995819,ENSG00000157542
3604,rs7275258,ENSG00000142207
3605,rs7282525,ENSG00000171587
3606,rs9974470,ENSG00000205758
3607,rs9974470,ENSG00000249209
3608,rs6874,ENSG00000165716
3609,rs6786,ENSG00000126746
3610,rs7326,ENSG00000133704
3611,rs9861,ENSG00000139044
3612,rs841217,
3613,rs771631,
3614,rs889555,ENSG00000103507
3615,rs780886,
3616,rs868969,ENSG00000099139
3617,rs870713,ENSG00000196781
3618,rs871877,ENSG00000196739
3619,rs933561,ENSG00000102935
3620,rs979790,ENSG00000140832
3621,rs902144,
3622,rs902496,ENSG00000196739
3623,rs833718,
3624,rs833830,ENSG00000272822
3625,rs833830,ENSG00000134287
3626,rs916561,
3627,rs855206,
3628,rs714885,ENSG00000002933
3629,rs944934,ENSG00000158169
3630,rs944934,LRG_497
3631,rs723149,
3632,rs952503,ENSG00000099139
3633,rs879433,
3634,rs883263,ENSG00000090975
3635,rs958225,ENSG00000099139
3636,rs885389,ENSG00000111452
3637,rs978201,ENSG00000182752
3638,rs904648,ENSG00000178882
3639,rs907482,ENSG00000256861
3640,rs907482,ENSG00000139719
3641,rs907485,ENSG00000130779
3642,rs989393,ENSG00000204291
3643,rs997694,ENSG00000173068
3644,rs757657,
3645,rs757786,ENSG00000146535
3646,rs957128,ENSG00000111371
3647,rs798490,ENSG00000146535
3648,rs798490,ENSG00000174945
3649,rs798532,ENSG00000146535
3650,rs798532,ENSG00000174945
3651,rs983168,
3652,rs822531,
3653,rs822553,
3654,rs856568,
3655,rs881926,ENSG00000106483
3656,rs715948,ENSG00000123384
3657,rs718150,
3658,rs739414,ENSG00000140836
3659,rs753108,ENSG00000153815
3660,rs741917,ENSG00000137076
3661,rs940892,
3662,rs971685,
3663,rs7188801,
3664,rs7190257,
3665,rs7203742,ENSG00000102974
3666,rs7204018,ENSG00000103196
3667,rs7204088,ENSG00000197562
3668,rs7205337,ENSG00000103245
3669,rs7205337,ENSG00000103253
3670,rs7498516,ENSG00000103194
3671,rs8044476,
3672,rs8046199,
3673,rs7192444,
3674,rs7195386,ENSG00000122257
3675,rs7197027,
3676,rs8058113,ENSG00000186153
3677,rs8058684,ENSG00000279344
3678,rs8058684,ENSG00000103479
3679,rs8058835,ENSG00000141084
3680,rs8059888,
3681,rs8061122,ENSG00000132600
3682,rs8061613,ENSG00000040199
3683,rs8063817,
3684,rs8051349,ENSG00000048471
3685,rs8054549,
3686,rs9931605,ENSG00000153815
3687,rs9931755,
3688,rs7294646,ENSG00000084444
3689,rs7295234,
3690,rs9933680,ENSG00000157429
3691,rs7296615,ENSG00000011105
3692,rs7297415,ENSG00000173064
3693,rs9935222,
3694,rs7043193,ENSG00000169071
3695,rs7043999,ENSG00000196739
3696,rs7044650,
3697,rs7023530,ENSG00000196116
3698,rs7024009,
3699,rs7029669,
3700,rs7132012,
3701,rs7132135,ENSG00000134532
3702,rs7133699,
3703,rs7033661,ENSG00000148143
3704,rs7135151,
3705,rs7033940,ENSG00000147854
3706,rs7853634,ENSG00000182752
3707,rs7314303,ENSG00000078246
3708,rs7854197,ENSG00000138835
3709,rs7854787,ENSG00000106868
3710,rs7397895,
3711,rs7857878,
3712,rs7953528,
3713,rs7863188,
3714,rs7954946,ENSG00000136010
3715,rs7954946,ENSG00000151131
3716,rs7955258,ENSG00000139044
3717,rs9940321,ENSG00000140836
3718,rs9941239,
3719,rs7466269,ENSG00000107164
3720,rs7848433,
3721,rs7848479,
3722,rs7849585,ENSG00000165661
3723,rs7864076,
3724,rs7866254,
3725,rs7957918,
3726,rs7866461,ENSG00000107104
3727,rs7866711,ENSG00000107077
3728,rs7866715,ENSG00000198121
3729,rs6952361,ENSG00000058091
3730,rs7960957,
3731,rs7961023,
3732,rs7869882,
3733,rs7961533,ENSG00000165891
3734,rs7961706,ENSG00000149948
3735,rs7870753,
3736,rs6958790,ENSG00000185467
3737,rs6958790,ENSG00000284068
3738,rs7964039,ENSG00000139116
3739,rs7964189,ENSG00000183150
3740,rs7964189,ENSG00000111276
3741,rs7966207,
3742,rs7966561,
3743,rs6962300,
3744,rs6962887,
3745,rs7969218,ENSG00000171310
3746,rs6965508,
3747,rs9409514,
3748,rs6966399,ENSG00000277149
3749,rs7972031,ENSG00000135655
3750,rs7972031,ENSG00000198673
3751,rs7972091,
3752,rs6970153,ENSG00000277149
3753,rs7977148,ENSG00000123094
3754,rs9969804,ENSG00000127080
3755,rs6974574,
3756,rs7978559,ENSG00000123268
3757,rs6976860,ENSG00000006576
3758,rs6977081,ENSG00000002726
3759,rs6980299,ENSG00000106511
3760,rs7777930,ENSG00000106397
3761,rs7779498,
3762,rs7781646,ENSG00000106537
3763,rs7782121,
3764,rs7786669,
3765,rs7787663,
3766,rs7789599,
3767,rs7793921,ENSG00000146731
3768,rs7794103,ENSG00000106571
3769,rs7798321,ENSG00000158457
3770,rs7798357,ENSG00000009950
3771,rs7800440,ENSG00000004948
3772,rs9655166,
3773,rs7808022,ENSG00000197037
3774,rs7811476,
3775,rs7811653,
