ensembl,gene,DE.iPSC
ENSG00000049759,NEDD4L,1
ENSG00000111859,NEDD9,1
ENSG00000140398,NEIL1,1
ENSG00000114904,NEK4,1
ENSG00000119408,NEK6,1
ENSG00000151414,NEK7,1
ENSG00000119638,NEK9,1
ENSG00000184613,NELL2,1
ENSG00000165525,NEMF,1
ENSG00000189362,NEMP2,1
ENSG00000163608,NEPRO,1
ENSG00000166342,NETO1,1
ENSG00000162614,NEXN,1
ENSG00000102908,NFAT5,1
ENSG00000131196,NFATC1,1
ENSG00000101096,NFATC2,1
ENSG00000123405,NFE2,1
ENSG00000082641,NFE2L1,1
ENSG00000116044,NFE2L2,1
ENSG00000050344,NFE2L3,1
ENSG00000162599,NFIA,1
ENSG00000147862,NFIB,1
ENSG00000141905,NFIC,1
ENSG00000109320,NFKB1,1
ENSG00000167604,NFKBID,1
ENSG00000144802,NFKBIZ,1
ENSG00000170322,NFRKB,1
ENSG00000169599,NFU1,1
ENSG00000066136,NFYC,1
ENSG00000165553,NGB,1
ENSG00000151092,NGLY1,1
ENSG00000145912,NHP2,1
ENSG00000188158,NHS,1
ENSG00000135540,NHSL1,1
ENSG00000116962,NID1,1
ENSG00000087303,NID2,1
ENSG00000196290,NIF3L1,1
ENSG00000155438,NIFK,1
ENSG00000236859,NIFK-AS1,1
ENSG00000170113,NIPA1,1
ENSG00000140157,NIPA2,1
ENSG00000163293,NIPAL1,1
ENSG00000165028,NIPSNAP3B,1
ENSG00000010322,NISCH,1
ENSG00000084628,NKAIN1,1
ENSG00000145506,NKD2,1
ENSG00000197885,NKIRAS1,1
ENSG00000179846,NKPD1,1
ENSG00000114857,NKTR,1
ENSG00000073536,NLE1,1
ENSG00000196338,NLGN3,1
ENSG00000123213,NLN,1
ENSG00000140853,NLRC5,1
ENSG00000167634,NLRP7,1
ENSG00000011052,NME1-NME2,1
ENSG00000103024,NME3,1
ENSG00000103202,NME4,1
ENSG00000143156,NME7,1
ENSG00000123609,NMI,1
ENSG00000157064,NMNAT2,1
ENSG00000163864,NMNAT3,1
ENSG00000153406,NMRAL1,1
ENSG00000106733,NMRK1,1
ENSG00000109255,NMU,1
ENSG00000084092,NOA1,1
ENSG00000173145,NOC3L,1
ENSG00000184967,NOC4L,1
ENSG00000151014,NOCT,1
ENSG00000106100,NOD1,1
ENSG00000146909,NOM1,1
ENSG00000147140,NONO,1
ENSG00000087269,NOP14,1
ENSG00000101361,NOP56,1
ENSG00000055044,NOP58,1
ENSG00000089250,NOS1,1
ENSG00000148400,NOTCH1,1
ENSG00000104967,NOVA2,1
ENSG00000151322,NPAS3,1
ENSG00000113971,NPHP3,1
ENSG00000181163,NPM1,1
ENSG00000169418,NPR1,1
ENSG00000103148,NPRL3,1
ENSG00000221890,NPTXR,1
ENSG00000164128,NPY1R,1
ENSG00000164129,NPY5R,1
ENSG00000181019,NQO1,1
ENSG00000124588,NQO2,1
ENSG00000025434,NR1H3,1
ENSG00000160113,NR2F6,1
ENSG00000113580,NR3C1,1
ENSG00000151623,NR3C2,1
ENSG00000148200,NR6A1,1
ENSG00000185189,NRBP2,1
ENSG00000091129,NRCAM,1
ENSG00000119720,NRDE2,1
ENSG00000134986,NREP,1
ENSG00000157168,NRG1,1
ENSG00000123572,NRK,1
ENSG00000137404,NRM,1
ENSG00000188038,NRN1L,1
ENSG00000099250,NRP1,1
ENSG00000118257,NRP2,1
ENSG00000152954,NRSN1,1
ENSG00000125841,NRSN2,1
ENSG00000179915,NRXN1,1
ENSG00000110076,NRXN2,1
ENSG00000147548,NSD3,1
ENSG00000147383,NSDHL,1
ENSG00000168824,NSG1,1
ENSG00000117697,NSL1,1
ENSG00000169189,NSMCE1,1
ENSG00000117481,NSUN4,1
ENSG00000241058,NSUN6,1
ENSG00000076685,NT5C2,1
ENSG00000122643,NT5C3A,1
ENSG00000141698,NT5C3B,1
ENSG00000168268,NT5DC2,1
ENSG00000135318,NT5E,1
ENSG00000133636,NTS,1
ENSG00000074590,NUAK1,1
ENSG00000013374,NUB1,1
ENSG00000103274,NUBP1,1
ENSG00000120526,NUDCD1,1
ENSG00000015676,NUDCD3,1
ENSG00000166321,NUDT13,1
ENSG00000168101,NUDT16L1,1
ENSG00000167005,NUDT21,1
ENSG00000149761,NUDT22,1
ENSG00000165609,NUDT5,1
ENSG00000167799,NUDT8,1
ENSG00000137497,NUMA1,1
ENSG00000133961,NUMB,1
ENSG00000069248,NUP133,1
ENSG00000155561,NUP205,1
ENSG00000132182,NUP210,1
ENSG00000126883,NUP214,1
ENSG00000093000,NUP50,1
ENSG00000138750,NUP54,1
ENSG00000139496,NUP58,1
ENSG00000213024,NUP62,1
ENSG00000108559,NUP88,1
ENSG00000136243,NUPL2,1
ENSG00000153989,NUS1,1
ENSG00000162231,NXF1,1
ENSG00000144815,NXPE3,1
ENSG00000132661,NXT1,1
ENSG00000124596,OARD1,1
ENSG00000111331,OAS3,1
ENSG00000065154,OAT,1
ENSG00000154358,OBSCN,1
ENSG00000145247,OCIAD2,1
ENSG00000136811,ODF2,1
ENSG00000105953,OGDH,1
ENSG00000087263,OGFOD1,1
ENSG00000181396,OGFOD3,1
ENSG00000119900,OGFRL1,1
ENSG00000114026,OGG1,1
ENSG00000138430,OLA1,1
ENSG00000130558,OLFM1,1
ENSG00000118733,OLFM3,1
ENSG00000185585,OLFML2A,1
ENSG00000235823,OLMALINC,1
ENSG00000162600,OMA1,1
ENSG00000198836,OPA1,1
ENSG00000079482,OPHN1,1
ENSG00000178814,OPLAH,1
ENSG00000054277,OPN3,1
ENSG00000188770,OPTC,1
ENSG00000123240,OPTN,1
ENSG00000175938,ORAI3,1
ENSG00000085840,ORC1,1
ENSG00000123353,ORMDL2,1
ENSG00000144909,OSBPL11,1
ENSG00000070882,OSBPL3,1
ENSG00000021762,OSBPL5,1
ENSG00000079156,OSBPL6,1
ENSG00000091039,OSBPL8,1
ENSG00000092094,OSGEP,1
ENSG00000128694,OSGEPL1,1
ENSG00000164823,OSGIN2,1
ENSG00000198856,OSTC,1
ENSG00000134996,OSTF1,1
ENSG00000167770,OTUB1,1
ENSG00000068308,OTUD5,1
ENSG00000155100,OTUD6B,1
ENSG00000172818,OVOL1,1
ENSG00000083720,OXCT1,1
ENSG00000151093,OXSM,1
ENSG00000108405,P2RX1,1
ENSG00000187848,P2RX2,1
ENSG00000135124,P2RX4,1
ENSG00000083454,P2RX5,1
ENSG00000169860,P2RY1,1
ENSG00000175591,P2RY2,1
ENSG00000090530,P3H2,1
ENSG00000110811,P3H3,1
ENSG00000141696,P3H4,1
ENSG00000175575,PAAF1,1
ENSG00000070756,PABPC1,1
ENSG00000101104,PABPC1L,1
ENSG00000175115,PACS1,1
ENSG00000100266,PACSIN2,1
ENSG00000165912,PACSIN3,1
ENSG00000117115,PADI2,1
ENSG00000124374,PAIP2B,1
ENSG00000149269,PAK1,1
ENSG00000130669,PAK4,1
ENSG00000101349,PAK5,1
ENSG00000107719,PALD1,1
ENSG00000129116,PALLD,1
ENSG00000243444,PALM2,1
ENSG00000152520,PAN3,1
ENSG00000157881,PANK4,1
ENSG00000110218,PANX1,1
ENSG00000148832,PAOX,1
ENSG00000164329,PAPD4,1
ENSG00000218823,PAPOLB,1
ENSG00000138801,PAPSS1,1
ENSG00000198682,PAPSS2,1
ENSG00000137819,PAQR5,1
ENSG00000188582,PAQR9,1
ENSG00000116117,PARD3B,1
ENSG00000178184,PARD6G,1
ENSG00000227345,PARG,1
ENSG00000175193,PARL,1
ENSG00000169116,PARM1,1
ENSG00000140694,PARN,1
ENSG00000059378,PARP12,1
ENSG00000173193,PARP14,1
ENSG00000173200,PARP15,1
ENSG00000041880,PARP3,1
ENSG00000132849,PATJ,1
ENSG00000100105,PATZ1,1
ENSG00000177425,PAWR,1
ENSG00000009709,PAX7,1
ENSG00000157212,PAXIP1,1
ENSG00000148362,PAXX,1
ENSG00000102390,PBDC1,1
ENSG00000108187,PBLD,1
ENSG00000204304,PBX2,1
ENSG00000179818,PCBP1-AS1,1
ENSG00000197111,PCBP2,1
ENSG00000090097,PCBP4,1
ENSG00000156453,PCDH1,1
ENSG00000113555,PCDH12,1
ENSG00000189184,PCDH18,1
ENSG00000250120,PCDHA10,1
ENSG00000255408,PCDHA3,1
ENSG00000197479,PCDHB11,1
ENSG00000113248,PCDHB15,1
ENSG00000255622,PCDHB17P,1
ENSG00000112852,PCDHB2,1
ENSG00000240184,PCDHGC3,1
ENSG00000242419,PCDHGC4,1
ENSG00000179715,PCED1B,1
ENSG00000185619,PCGF3,1
ENSG00000180628,PCGF5,1
ENSG00000100889,PCK2,1
ENSG00000166803,PCLAF,1
ENSG00000078674,PCM1,1
ENSG00000168300,PCMTD1,1
ENSG00000203880,PCMTD2,1
ENSG00000081154,PCNP,1
ENSG00000100731,PCNX1,1
ENSG00000135749,PCNX2,1
ENSG00000106333,PCOLCE,1
ENSG00000183036,PCP4,1
ENSG00000175426,PCSK1,1
ENSG00000169174,PCSK9,1
ENSG00000185813,PCYT2,1
ENSG00000106244,PDAP1,1
ENSG00000071994,PDCD2,1
ENSG00000170248,PDCD6IP,1
ENSG00000136940,PDCL,1
ENSG00000186642,PDE2A,1
ENSG00000172572,PDE3A,1
ENSG00000113231,PDE8B,1
ENSG00000100311,PDGFB,1
ENSG00000145431,PDGFC,1
ENSG00000131828,PDHA1,1
ENSG00000152256,PDK1,1
ENSG00000107438,PDLIM1,1
ENSG00000154553,PDLIM3,1
ENSG00000163110,PDLIM5,1
ENSG00000164951,PDP1,1
ENSG00000162493,PDPN,1
ENSG00000088356,PDRG1,1
ENSG00000083642,PDS5B,1
ENSG00000164494,PDSS2,1
ENSG00000179889,PDXDC1,1
ENSG00000067840,PDZD4,1
ENSG00000187800,PEAR1,1
ENSG00000115425,PECR,1
ENSG00000198300,PEG3,1
ENSG00000174516,PELI3,1
ENSG00000133027,PEMT,1
ENSG00000049246,PER3,1
ENSG00000112378,PERP,1
ENSG00000229833,PET100,1
ENSG00000166821,PEX11A,1
ENSG00000104883,PEX11G,1
ENSG00000162928,PEX13,1
ENSG00000114757,PEX5L,1
ENSG00000113068,PFDN1,1
ENSG00000123349,PFDN5,1
ENSG00000123836,PFKFB2,1
ENSG00000141959,PFKL,1
ENSG00000171314,PGAM1,1
ENSG00000161395,PGAP3,1
ENSG00000137338,PGBD1,1
ENSG00000177614,PGBD5,1
ENSG00000142657,PGD,1
ENSG00000142102,PGGHG,1
ENSG00000164219,PGGT1B,1
ENSG00000102144,PGK1,1
ENSG00000170950,PGK2,1
ENSG00000169299,PGM2,1
ENSG00000101856,PGRMC1,1
ENSG00000087157,PGS1,1
ENSG00000112137,PHACTR1,1
ENSG00000204138,PHACTR4,1
ENSG00000164902,PHAX,1
ENSG00000167085,PHB,1
ENSG00000134686,PHC2,1
ENSG00000173889,PHC3,1
ENSG00000136147,PHF11,1
ENSG00000119403,PHF19,1
ENSG00000197724,PHF2,1
ENSG00000056487,PHF21B,1
ENSG00000040633,PHF23,1
ENSG00000010318,PHF7,1
ENSG00000067177,PHKA1,1
ENSG00000139289,PHLDA1,1
ENSG00000019144,PHLDB1,1
ENSG00000081913,PHLPP1,1
ENSG00000040199,PHLPP2,1
ENSG00000144362,PHOSPHO2,1
ENSG00000070047,PHRF1,1
ENSG00000006576,PHTF2,1
ENSG00000175287,PHYHD1,1
ENSG00000175309,PHYKPL,1
ENSG00000155252,PI4K2A,1
ENSG00000139200,PIANP,1
ENSG00000153823,PID1,1
ENSG00000140451,PIF1,1
ENSG00000173947,PIFO,1
ENSG00000174227,PIGG,1
ENSG00000197563,PIGN,1
ENSG00000007541,PIGQ,1
ENSG00000011405,PIK3C2A,1
ENSG00000171608,PIK3CD,1
ENSG00000145675,PIK3R1,1
ENSG00000141506,PIK3R5,1
ENSG00000129195,PIMREG,1
ENSG00000158828,PINK1,1
ENSG00000166908,PIP4K2C,1
ENSG00000155099,PIP4P2,1
ENSG00000107242,PIP5K1B,1
ENSG00000167103,PIP5KL1,1
ENSG00000179761,PIPOX,1
ENSG00000241878,PISD,1
ENSG00000154217,PITPNC1,1
ENSG00000110697,PITPNM1,1
ENSG00000107959,PITRM1,1
ENSG00000008710,PKD1,1
ENSG00000135549,PKIB,1
ENSG00000143627,PKLR,1
ENSG00000127564,PKMYT1,1
ENSG00000160447,PKN3,1
ENSG00000184363,PKP3,1
ENSG00000176485,PLA2G16,1
ENSG00000100078,PLA2G3,1
ENSG00000116711,PLA2G4A,1
ENSG00000243708,PLA2G4B,1
ENSG00000184381,PLA2G6,1
ENSG00000146070,PLA2G7,1
ENSG00000126003,PLAGL2,1
ENSG00000104368,PLAT,1
ENSG00000182621,PLCB1,1
ENSG00000101333,PLCB4,1
ENSG00000161714,PLCD3,1
ENSG00000197943,PLCG2,1
ENSG00000154822,PLCL2,1
ENSG00000129219,PLD2,1
ENSG00000116095,PLEKHA3,1
ENSG00000052126,PLEKHA5,1
ENSG00000115762,PLEKHB2,1
ENSG00000008323,PLEKHG6,1
ENSG00000152527,PLEKHH2,1
ENSG00000068137,PLEKHH3,1
ENSG00000023902,PLEKHO1,1
ENSG00000241839,PLEKHO2,1
ENSG00000083444,PLOD1,1
ENSG00000152952,PLOD2,1
ENSG00000106397,PLOD3,1
ENSG00000123560,PLP1,1
ENSG00000147471,PLPBP,1
ENSG00000162407,PLPP3,1
ENSG00000147535,PLPP5,1
ENSG00000160539,PLPP7,1
ENSG00000120756,PLS1,1
ENSG00000187838,PLSCR3,1
ENSG00000114698,PLSCR4,1
ENSG00000100979,PLTP,1
ENSG00000130827,PLXNA3,1
ENSG00000221866,PLXNA4,1
ENSG00000198753,PLXNB3,1
ENSG00000004399,PLXND1,1
ENSG00000185664,PMEL,1
ENSG00000160783,PMF1,1
ENSG00000100417,PMM1,1
ENSG00000109099,PMP22,1
ENSG00000165688,PMPCA,1
ENSG00000039650,PNKP,1
ENSG00000115946,PNO1,1
ENSG00000100344,PNPLA3,1
ENSG00000006757,PNPLA4,1
ENSG00000100341,PNPLA5,1
ENSG00000108439,PNPO,1
ENSG00000164087,POC1A,1
ENSG00000128567,PODXL,1
ENSG00000114631,PODXL2,1
ENSG00000186866,POFUT2,1
ENSG00000143157,POGK,1
ENSG00000014138,POLA2,1
ENSG00000070501,POLB,1
ENSG00000062822,POLD1,1
ENSG00000106628,POLD2,1
ENSG00000100479,POLE2,1
ENSG00000140521,POLG,1
ENSG00000256525,POLG2,1
ENSG00000170734,POLH,1
ENSG00000122008,POLK,1
ENSG00000130997,POLN,1
ENSG00000125630,POLR1B,1
ENSG00000099817,POLR2E,1
ENSG00000105258,POLR2I,1
ENSG00000113356,POLR3G,1
ENSG00000009830,POMT2,1
ENSG00000105854,PON2,1
ENSG00000121577,POPDC2,1
ENSG00000132429,POPDC3,1
ENSG00000102312,PORCN,1
ENSG00000133110,POSTN,1
ENSG00000224897,POT1-AS1,1
ENSG00000106536,POU6F2,1
ENSG00000180817,PPA1,1
ENSG00000186951,PPARA,1
ENSG00000109819,PPARGC1A,1
ENSG00000125534,PPDPF,1
ENSG00000131626,PPFIA1,1
ENSG00000177380,PPFIA3,1
ENSG00000168938,PPIC,1
ENSG00000171497,PPID,1
ENSG00000108179,PPIF,1
ENSG00000185250,PPIL6,1
ENSG00000145725,PPIP5K2,1
ENSG00000138032,PPM1B,1
ENSG00000170836,PPM1D,1
ENSG00000175175,PPM1E,1
ENSG00000100034,PPM1F,1
ENSG00000111110,PPM1H,1
ENSG00000155367,PPM1J,1
ENSG00000163644,PPM1K,1
ENSG00000172531,PPP1CA,1
ENSG00000186298,PPP1CC,1
ENSG00000058272,PPP1R12A,1
ENSG00000167641,PPP1R14A,1
ENSG00000106341,PPP1R17,1
ENSG00000146112,PPP1R18,1
ENSG00000135447,PPP1R1A,1
ENSG00000131771,PPP1R1B,1
ENSG00000196422,PPP1R26,1
ENSG00000104866,PPP1R37,1
ENSG00000108819,PPP1R9B,1
ENSG00000113575,PPP2CA,1
ENSG00000137713,PPP2R1B,1
ENSG00000221914,PPP2R2A,1
ENSG00000156475,PPP2R2B,1
ENSG00000074211,PPP2R2C,1
ENSG00000175470,PPP2R2D,1
ENSG00000092020,PPP2R3C,1
ENSG00000078304,PPP2R5C,1
ENSG00000112640,PPP2R5D,1
ENSG00000124224,PPP4R1L,1
ENSG00000163605,PPP4R2,1
ENSG00000100796,PPP4R3A,1
ENSG00000119698,PPP4R4,1
ENSG00000011485,PPP5C,1
ENSG00000119414,PPP6C,1
ENSG00000100239,PPP6R2,1
ENSG00000135617,PRADC1,1
ENSG00000243279,PRAF2,1
ENSG00000110851,PRDM4,1
ENSG00000165672,PRDX3,1
ENSG00000123131,PRDX4,1
ENSG00000138073,PREB,1
ENSG00000101166,PRELID3B,1
ENSG00000138078,PREPL,1
ENSG00000124126,PREX1,1
ENSG00000046889,PREX2,1
ENSG00000198056,PRIM1,1
ENSG00000132356,PRKAA1,1
ENSG00000111725,PRKAB1,1
ENSG00000165059,PRKACG,1
ENSG00000181929,PRKAG1,1
ENSG00000126583,PRKCG,1
ENSG00000065675,PRKCQ,1
ENSG00000237943,PRKCQ-AS1,1
ENSG00000115825,PRKD3,1
ENSG00000185532,PRKG1,1
ENSG00000185345,PRKN,1
ENSG00000180228,PRKRA,1
ENSG00000198890,PRMT6,1
ENSG00000132600,PRMT7,1
ENSG00000111218,PRMT8,1
ENSG00000171867,PRNP,1
ENSG00000100033,PRODH,1
ENSG00000101292,PROKR2,1
ENSG00000007062,PROM1,1
ENSG00000148426,PROSER2,1
ENSG00000167595,PROSER3,1
ENSG00000117360,PRPF3,1
ENSG00000105618,PRPF31,1
ENSG00000112739,PRPF4B,1
ENSG00000229937,PRPS1L1,1
ENSG00000176532,PRR15,1
ENSG00000188368,PRR19,1
ENSG00000224383,PRR29,1
ENSG00000204576,PRR3,1
ENSG00000163704,PRRT3,1
ENSG00000172382,PRSS27,1
ENSG00000188086,PRSS45,1
ENSG00000206549,PRSS50,1
ENSG00000052344,PRSS8,1
ENSG00000099256,PRTFDC1,1
ENSG00000135069,PSAT1,1
ENSG00000125637,PSD4,1
ENSG00000106588,PSMA2,1
ENSG00000257621,PSMA3-AS1,1
ENSG00000041357,PSMA4,1
ENSG00000205220,PSMB10,1
ENSG00000240065,PSMB9,1
ENSG00000100764,PSMC1,1
ENSG00000087191,PSMC5,1
ENSG00000100519,PSMC6,1
ENSG00000095261,PSMD5,1
ENSG00000110801,PSMD9,1
ENSG00000092010,PSME1,1
ENSG00000125818,PSMF1,1
ENSG00000180822,PSMG4,1
ENSG00000204538,PSORS1C2,1
ENSG00000121390,PSPC1,1
ENSG00000134222,PSRC1,1
ENSG00000179988,PSTK,1
ENSG00000152229,PSTPIP2,1
ENSG00000188647,PTAR1,1
ENSG00000117569,PTBP2,1
ENSG00000049883,PTCD2,1
ENSG00000156471,PTDSS1,1
ENSG00000174915,PTDSS2,1
ENSG00000183134,PTGDR2,1
ENSG00000110958,PTGES3,1
ENSG00000134247,PTGFRN,1
ENSG00000124212,PTGIS,1
ENSG00000095303,PTGS1,1
ENSG00000169398,PTK2,1
ENSG00000120899,PTK2B,1
ENSG00000184007,PTP4A2,1
ENSG00000184489,PTP4A3,1
ENSG00000179295,PTPN11,1
ENSG00000127947,PTPN12,1
ENSG00000076201,PTPN23,1
ENSG00000088179,PTPN4,1
ENSG00000169410,PTPN9,1
ENSG00000127329,PTPRB,1
ENSG00000213402,PTPRCAP,1
ENSG00000241472,PTPRG-AS1,1
ENSG00000149177,PTPRJ,1
ENSG00000152894,PTPRK,1
ENSG00000173482,PTPRM,1
ENSG00000105426,PTPRS,1
ENSG00000150787,PTS,1
ENSG00000146676,PURB,1
ENSG00000172733,PURG,1
ENSG00000250337,PURPL,1
ENSG00000110060,PUS3,1
ENSG00000091127,PUS7,1
ENSG00000129317,PUS7L,1
ENSG00000176894,PXMP2,1
ENSG00000089159,PXN,1
ENSG00000255857,PXN-AS1,1
ENSG00000103490,PYCARD,1
ENSG00000183010,PYCR1,1
ENSG00000143811,PYCR2,1
ENSG00000068976,PYGM,1
ENSG00000163348,PYGO2,1
ENSG00000170473,PYM1,1
ENSG00000119943,PYROXD2,1
ENSG00000112531,QKI,1
ENSG00000104679,R3HCC1,1
ENSG00000166024,R3HCC1L,1
ENSG00000084733,RAB10,1
ENSG00000185236,RAB11B,1
ENSG00000143545,RAB13,1
ENSG00000139998,RAB15,1
ENSG00000124839,RAB17,1
ENSG00000099246,RAB18,1
ENSG00000080371,RAB21,1
ENSG00000069974,RAB27A,1
ENSG00000117280,RAB29,1
ENSG00000104388,RAB2A,1
ENSG00000246067,RAB30-AS1,1
ENSG00000168461,RAB31,1
ENSG00000118508,RAB32,1
ENSG00000134594,RAB33A,1
ENSG00000172007,RAB33B,1
ENSG00000123892,RAB38,1
ENSG00000152932,RAB3C,1
ENSG00000105514,RAB3D,1
ENSG00000118873,RAB3GAP2,1
ENSG00000127328,RAB3IP,1
ENSG00000141542,RAB40B,1
ENSG00000111540,RAB5B,1
ENSG00000175582,RAB6A,1
ENSG00000167461,RAB8A,1
ENSG00000152061,RABGAP1L,1
ENSG00000113456,RAD1,1
ENSG00000152942,RAD17,1
ENSG00000051180,RAD51,1
ENSG00000108384,RAD51C,1
ENSG00000085999,RAD54L,1
ENSG00000101146,RAE1,1
ENSG00000017797,RALBP1,1
ENSG00000116191,RALGPS2,1
ENSG00000131477,RAMP2,1
ENSG00000197291,RAMP2-AS1,1
ENSG00000132341,RAN,1
ENSG00000099901,RANBP1,1
ENSG00000141084,RANBP10,1
ENSG00000153201,RANBP2,1
ENSG00000100401,RANGAP1,1
ENSG00000116473,RAP1A,1
ENSG00000132359,RAP1GAP2,1
ENSG00000125249,RAP2A,1
ENSG00000079337,RAPGEF3,1
ENSG00000172819,RARG,1
ENSG00000113643,RARS,1
ENSG00000146282,RARS2,1
ENSG00000155903,RASA2,1
ENSG00000185989,RASA3,1
ENSG00000100302,RASD2,1
ENSG00000165105,RASEF,1
ENSG00000198915,RASGEF1A,1
ENSG00000138670,RASGEF1B,1
ENSG00000113319,RASGRF2,1
ENSG00000068831,RASGRP2,1
ENSG00000171777,RASGRP4,1
ENSG00000101265,RASSF2,1
ENSG00000107551,RASSF4,1
ENSG00000123094,RASSF8,1
ENSG00000246695,RASSF8-AS1,1
ENSG00000161847,RAVER1,1
ENSG00000162437,RAVER2,1
ENSG00000023287,RB1CC1,1
ENSG00000162521,RBBP4,1
ENSG00000101773,RBBP8,1
ENSG00000089050,RBBP9,1
ENSG00000101546,RBFA,1
ENSG00000078328,RBFOX1,1
ENSG00000171174,RBKS,1
ENSG00000185272,RBM11,1
ENSG00000239306,RBM14,1
ENSG00000119707,RBM25,1
ENSG00000102317,RBM3,1
ENSG00000131051,RBM39,1
ENSG00000173933,RBM4,1
ENSG00000089682,RBM41,1
ENSG00000177483,RBM44,1
ENSG00000173914,RBM4B,1
ENSG00000003756,RBM5,1
ENSG00000076053,RBM7,1
ENSG00000153250,RBMS1,1
ENSG00000076067,RBMS2,1
ENSG00000144642,RBMS3,1
ENSG00000147274,RBMX,1
ENSG00000213516,RBMXL1,1
ENSG00000168214,RBPJ,1
ENSG00000157110,RBPMS,1
ENSG00000166831,RBPMS2,1
ENSG00000135870,RC3H1,1
ENSG00000136144,RCBTB1,1
ENSG00000136161,RCBTB2,1
ENSG00000173653,RCE1,1
ENSG00000049449,RCN1,1
ENSG00000167771,RCOR2,1
ENSG00000121039,RDH10,1
ENSG00000072042,RDH11,1
ENSG00000240857,RDH14,1
ENSG00000160957,RECQL4,1
ENSG00000108469,RECQL5,1
ENSG00000165476,REEP3,1
ENSG00000129625,REEP5,1
ENSG00000139890,REM2,1
ENSG00000102032,RENBP,1
ENSG00000214022,REPIN1,1
ENSG00000135597,REPS1,1
ENSG00000169891,REPS2,1
ENSG00000165731,RET,1
ENSG00000141699,RETREG3,1
ENSG00000042445,RETSAT,1
ENSG00000006015,REX1BD,1
ENSG00000076043,REXO2,1
ENSG00000005189,REXO5,1
ENSG00000049541,RFC2,1
ENSG00000111445,RFC5,1
ENSG00000092871,RFFL,1
ENSG00000131378,RFTN1,1
ENSG00000168411,RFWD3,1
ENSG00000087903,RFX2,1
ENSG00000143390,RFX5,1
ENSG00000133111,RFXAP,1
ENSG00000143344,RGL1,1
ENSG00000237441,RGL2,1
ENSG00000205517,RGL3,1
ENSG00000174136,RGMB,1
ENSG00000246763,RGMB-AS1,1
ENSG00000148908,RGS10,1
ENSG00000169220,RGS14,1
ENSG00000116741,RGS2,1
ENSG00000182732,RGS6,1
ENSG00000144468,RHBDD1,1
ENSG00000005486,RHBDD2,1
ENSG00000007384,RHBDF1,1
ENSG00000103269,RHBDL1,1
ENSG00000141314,RHBDL3,1
ENSG00000132677,RHBG,1
ENSG00000106615,RHEB,1
ENSG00000171792,RHNO1,1
ENSG00000177105,RHOG,1
ENSG00000168421,RHOH,1
ENSG00000119729,RHOQ,1
ENSG00000116574,RHOU,1
ENSG00000166405,RIC3,1
ENSG00000167705,RILP,1
ENSG00000177181,RIMKLA,1
ENSG00000174791,RIN1,1
ENSG00000132669,RIN2,1
ENSG00000204227,RING1,1
ENSG00000058729,RIOK2,1
ENSG00000104312,RIPK2,1
ENSG00000183421,RIPK4,1
ENSG00000111913,RIPOR2,1
ENSG00000042062,RIPOR3,1
ENSG00000143622,RIT1,1
ENSG00000141452,RMC1,1
ENSG00000176623,RMDN1,1
ENSG00000153561,RMND5A,1
ENSG00000145916,RMND5B,1
ENSG00000255794,RMST,1
ENSG00000171865,RNASEH1,1
ENSG00000234171,RNASEH1-AS1,1
ENSG00000136104,RNASEH2B,1
ENSG00000219200,RNASEK,1
ENSG00000172602,RND1,1
ENSG00000101695,RNF125,1
ENSG00000133135,RNF128,1
ENSG00000082996,RNF13,1
ENSG00000181481,RNF135,1
ENSG00000013561,RNF14,1
ENSG00000110315,RNF141,1
ENSG00000137393,RNF144B,1
ENSG00000163162,RNF149,1
ENSG00000158717,RNF166,1
ENSG00000163961,RNF168,1
ENSG00000145428,RNF175,1
ENSG00000011275,RNF216,1
ENSG00000146373,RNF217,1
ENSG00000092098,RNF31,1
ENSG00000170633,RNF34,1
ENSG00000137075,RNF38,1
ENSG00000063978,RNF4,1
ENSG00000103549,RNF40,1
ENSG00000146083,RNF44,1
ENSG00000204308,RNF5,1
ENSG00000114125,RNF7,1
ENSG00000112130,RNF8,1
ENSG00000184719,RNLS,1
ENSG00000176393,RNPEP,1
ENSG00000169855,ROBO1,1
ENSG00000185008,ROBO2,1
ENSG00000154134,ROBO3,1
ENSG00000067900,ROCK1,1
ENSG00000067836,ROGDI,1
ENSG00000069667,RORA,1
ENSG00000245534,RORA-AS1,1
ENSG00000164610,RP9,1
ENSG00000132383,RPA1,1
ENSG00000106399,RPA3,1
ENSG00000103932,RPAP1,1
ENSG00000005175,RPAP3,1
ENSG00000197713,RPE,1
ENSG00000117133,RPF1,1
ENSG00000197498,RPF2,1
ENSG00000092200,RPGRIP1,1
ENSG00000153574,RPIA,1
ENSG00000198755,RPL10A,1
ENSG00000161970,RPL26,1
ENSG00000163902,RPN1,1
ENSG00000118705,RPN2,1
ENSG00000163684,RPP14,1
ENSG00000178718,RPP25,1
ENSG00000164967,RPP25L,1
ENSG00000124787,RPP40,1
ENSG00000177519,RPRM,1
ENSG00000179673,RPRML,1
ENSG00000083845,RPS5,1
ENSG00000162302,RPS6KA4,1
ENSG00000133818,RRAS2,1
ENSG00000167325,RRM1,1
ENSG00000048392,RRM2B,1
ENSG00000136444,RSAD1,1
ENSG00000132881,RSG1,1
ENSG00000111834,RSPH4A,1
ENSG00000169218,RSPO1,1
ENSG00000132026,RTBDN,1
ENSG00000100220,RTCB,1
ENSG00000137815,RTF1,1
