Gene.Symbol,Chromosome.GRCh38,Start.GRCh38,End.GRCh38,Strand.GRCh38,DE.Parental.iPSCs,DE.Hybrid.iPSCs,DE.Parental.CNCCs,DE.Hybrid.CNCCs
VPS37D,chr7,73665346,73672110,+,0,0,0,0
VPS39,chr15,42158701,42208331,-,1,1,0,1
VPS41,chr7,38722975,38909200,-,0,1,0,1
VPS45,chr1,150067279,150145327,+,1,1,1,1
VPS4A,chr16,69311384,69325043,+,1,1,0,1
VPS4B,chr18,63389190,63422519,-,0,0,0,0
VPS50,chr7,93232340,93361123,+,0,0,0,0
VPS51,chr11,65096115,65111860,+,1,1,0,0
VPS52,chr6,33250272,33271965,-,0,0,0,0
VPS53,chr17,508668,714856,-,1,0,0,0
VPS54,chr2,63892149,64019422,-,0,0,0,0
VPS72,chr1,151176300,151190213,-,0,0,0,0
VPS8,chr3,184812143,185052614,+,1,1,0,0
VPS9D1,chr16,89707133,89721231,-,1,1,0,1
VPS9D1-AS1,chr16,89711856,89718165,+,0,0,0,0
VRK1,chr14,96797347,96881614,+,0,0,0,0
VRK2,chr2,57907651,58164001,+,1,1,1,1
VRK3,chr19,49976467,50025548,-,1,1,1,1
VRTN,chr14,74303076,74360008,+,0,0,0,0
VSIG1,chrX,108018886,108079184,+,1,1,0,0
VSIG10,chr12,118063593,118104402,-,1,1,0,1
VSIG10L,chr19,51331536,51342124,-,1,1,1,0
VSIG10L2,chr11,125949191,125956319,+,0,0,0,0
VSIG2,chr11,124747472,124752272,-,0,0,0,0
VSIG4,chrX,66021738,66040125,-,0,0,0,0
VSIG8,chr1,159854316,159862657,-,0,0,0,0
VSIR,chr10,71747556,71773580,-,0,0,0,0
VSNL1,chr2,17540540,17656439,+,1,1,1,1
VSTM1,chr19,54040825,54063966,-,0,0,0,0
VSTM2A,chr7,54542064,54571080,+,1,1,0,0
VSTM2A-OT1,chr7,54556970,54571726,+,0,0,0,0
VSTM2B,chr19,29525431,29564555,+,1,1,0,0
VSTM2L,chr20,37903097,37945350,+,1,0,0,0
VSTM4,chr10,49014245,49129118,-,0,0,0,0
VSTM5,chr11,93817315,93850653,-,1,0,0,0
VSX1,chr20,25069940,25082379,-,0,0,0,0
VSX2,chr14,74239472,74262738,+,1,0,0,0
VTA1,chr6,142147162,142220948,+,0,0,0,0
VTA1P2,chr8,87575636,87576532,-,0,0,0,0
VTCN1,chr1,117143587,117210985,-,0,0,0,0
VTI1A,chr10,112446988,112949403,+,1,0,0,1
VTI1B,chr14,67651149,67674885,-,1,0,0,0
VTI1BP1,chr3,100225250,100226270,+,0,0,0,0
VTI1BP2,chr4,183483350,183484416,+,0,0,0,0
VTN,chr17,28367277,28370352,-,0,0,1,0
VTRNA1-1,chr5,140711276,140711373,+,0,0,0,0
VTRNA1-2,chr5,140718926,140719013,+,0,0,0,0
VTRNA1-3,chr5,140726159,140726246,+,0,0,0,0
VTRNA2-1,chr5,136080491,136080598,-,0,0,0,0
VTRNA3-1P,chrX,53462210,53462310,+,0,0,0,0
VWA1,chr1,1435523,1442882,+,1,0,0,1
VWA2,chr10,114239254,114294500,+,1,0,0,0
VWA3A,chr16,22091929,22156966,+,0,0,0,0
VWA3B,chr2,98087132,98330682,+,1,1,0,0
VWA5A,chr11,124115404,124146912,+,1,1,1,1
VWA5B1,chr1,20290907,20360442,+,1,0,0,0
VWA5B2,chr3,184229593,184242329,+,0,0,0,0
VWA7,chr6,31764135,31777331,-,1,1,0,1
VWA8,chr13,41566825,41961746,-,0,0,0,0
VWA8-AS1,chr13,41961169,41981565,+,0,0,0,0
VWC2,chr7,49773661,49923777,+,1,1,0,0
VWC2L,chr2,214411568,214578952,+,0,0,0,0
VWC2L-IT1,chr2,214510182,214536890,+,0,0,0,0
VWCE,chr11,61258286,61295316,-,0,0,0,1
VWDE,chr7,12330885,12403941,-,0,0,0,1
VWF,chr12,5948874,6124675,-,0,1,0,0
VWFP1,chr22,16690097,16704461,-,0,0,0,0
WAC,chr10,28532588,28623112,+,0,1,0,0
WAC-AS1,chr10,28519917,28532354,-,0,0,0,0
WAPL,chr10,86435256,86521816,-,1,0,0,0
WARS,chr14,100333788,100376343,-,1,0,1,1
WARS2,chr1,119031216,119140788,-,0,1,0,1
WARS2-IT1,chr1,119047405,119063287,+,0,0,0,0
WAS,chrX,48683753,48691427,+,0,0,0,0
WASF1,chr6,110099819,110180004,-,1,1,0,0
WASF2,chr1,27404226,27490187,-,0,0,0,0
WASF3,chr13,26539139,26688945,+,1,1,1,0
WASF4P,chrX,47803147,47807533,+,0,0,0,0
WASF5P,chr6,31287501,31289116,-,0,0,0,0
WASH2P,chr2,113583653,113599037,+,0,0,0,0
WASH3P,chr15,101960813,101976605,+,0,0,0,0
WASH4P,chr16,14079,18091,-,0,0,0,0
WASH5P,chr19,60951,70966,-,0,0,0,0
WASH6P,chrY,156021658,156025672,+,0,0,0,0
WASH7P,chr1,14362,29370,-,0,0,0,0
WASHC1,chr9,14475,30487,-,0,0,0,0
WASHC2A,chr10,50067888,50133509,+,0,0,0,0
WASHC2C,chr10,45727200,45792964,+,0,0,0,0
WASHC3,chr12,102012840,102062124,-,0,0,0,0
WASHC4,chr12,105107714,105169134,+,0,0,0,0
WASHC5,chr8,125024260,125091819,-,0,0,0,0
WASIR1,chrY,156014564,156016830,-,0,0,0,0
WASIR2,chr16,22916,25114,+,0,0,0,0
WASL,chr7,123681927,123749071,-,0,0,0,0
WBP1,chr2,74458400,74460891,+,0,0,0,0
WBP11,chr12,14786478,14803467,-,0,0,0,0
WBP11P1,chr18,32511663,32514634,+,0,0,0,0
WBP1L,chr10,102742708,102816267,+,0,0,1,0
WBP1LP2,chr7,107628389,107629732,+,0,0,0,0
WBP2,chr17,75845699,75856436,-,0,1,0,0
WBP2NL,chr22,41995103,42059402,+,1,0,0,0
WBP4,chr13,41061257,41084012,+,0,0,0,0
WDCP,chr2,24029336,24047426,-,1,1,0,0
WDFY1,chr2,223875343,223945387,-,1,1,0,0
WDFY2,chr13,51584194,51766799,+,1,1,0,0
WDFY3,chr4,84669537,84966391,-,1,1,0,0
WDFY3-AS2,chr4,84965616,85008743,+,0,0,0,0
WDFY4,chr10,48684816,48982956,+,0,0,0,0
WDHD1,chr14,54938938,55027106,-,1,1,0,1
WDPCP,chr2,63119559,63588799,-,1,1,1,1
WDR1,chr4,10074339,10117034,-,0,1,0,1
WDR11,chr10,120851175,120909526,+,1,1,0,0
WDR11-AS1,chr10,120761812,120851179,-,0,0,0,0
WDR12,chr2,202878919,202912226,-,0,0,1,0
WDR13,chrX,48590053,48605194,+,1,1,1,1
WDR17,chr4,176065834,176182828,+,1,1,0,1
WDR18,chr19,984328,994570,+,1,1,0,1
WDR19,chr4,39182404,39285810,+,0,0,0,1
WDR20,chr14,102139366,102224686,+,0,0,0,0
WDR24,chr16,684622,690661,-,1,1,0,0
WDR25,chr14,100376416,100530303,+,1,1,0,0
WDR26,chr1,224385143,224434767,-,0,0,0,0
WDR27,chr6,169426420,169702063,-,1,1,1,1
WDR3,chr1,117929749,117960426,+,1,1,1,1
WDR31,chr9,113313222,113340340,-,1,0,0,1
WDR33,chr2,127704234,127811187,-,0,1,0,1
WDR34,chr9,128633653,128656850,-,0,1,0,1
WDR35,chr2,19910260,19990123,-,1,1,0,0
WDR36,chr5,111092172,111130502,+,0,0,0,0
WDR37,chr10,1056836,1132297,+,0,0,1,0
WDR38,chr9,124853417,124857891,+,0,0,0,0
WDR4,chr21,42843075,42891695,-,1,1,1,0
WDR41,chr5,77426652,77620611,-,0,0,0,0
WDR43,chr2,28894643,28948220,+,1,0,0,0
WDR44,chrX,118346073,118449966,+,0,0,0,0
WDR45,chrX,49074433,49101121,-,1,0,0,0
WDR45B,chr17,82614562,82648535,-,0,1,0,1
WDR45BP1,chr17,32110190,32112695,-,0,0,0,0
WDR45P1,chr4,153658466,153660012,+,0,0,0,0
WDR46,chr6,33278207,33289527,-,1,1,0,1
WDR47,chr1,108970211,109042228,-,1,1,0,0
WDR48,chr3,39051986,39096671,+,1,0,0,0
WDR49,chr3,167478684,167658003,-,1,1,0,0
WDR5,chr9,134135382,134159972,+,0,1,0,0
WDR53,chr3,196554177,196568674,-,0,0,0,0
WDR54,chr2,74421721,74426259,+,1,1,0,0
WDR55,chr5,140664799,140674119,+,1,1,0,0
WDR59,chr16,74873568,74985146,-,1,1,1,0
WDR5B,chr3,122411853,122416035,-,0,0,0,0
WDR6,chr3,49007062,49015953,+,1,1,0,0
WDR60,chr7,158839245,158958695,+,0,0,0,0
WDR61,chr15,78283233,78299726,-,0,1,0,0
WDR62,chr19,36054881,36111145,+,1,0,0,1
WDR63,chr1,85062298,85133138,+,0,0,1,0
WDR64,chr1,241652278,241802767,+,0,0,0,0
WDR66,chr12,121918557,122003927,+,1,1,0,0
WDR7,chr18,56651359,57029805,+,1,1,0,0
WDR7-OT1,chr18,57034086,57049295,+,0,0,0,0
WDR70,chr5,37379260,37752672,+,0,0,1,0
WDR72,chr15,53513741,53762878,-,1,1,1,1
WDR73,chr15,84641495,84654343,-,0,0,0,1
WDR74,chr11,62832321,62840426,-,0,0,0,0
WDR75,chr2,189441433,189475562,+,0,0,0,0
WDR76,chr15,43826914,43868419,+,1,1,1,1
WDR77,chr1,111439890,111449308,-,0,1,0,0
WDR78,chr1,66812885,66924887,-,0,0,0,0
WDR81,chr17,1716523,1738599,+,0,0,0,0
WDR82,chr3,52254422,52278643,-,1,0,0,0
WDR82P1,chr3,94935599,94938284,-,0,0,0,0
WDR82P2,chr1,91531954,91535869,-,0,0,0,0
WDR83,chr19,12666804,12675832,+,1,1,1,0
WDR83OS,chr19,12668067,12671023,-,1,1,0,0
WDR86,chr7,151377974,151410705,-,0,0,0,0
WDR86-AS1,chr7,151409161,151413354,+,0,0,0,0
WDR87,chr19,37884577,37906706,-,0,0,0,0
WDR88,chr19,33132092,33175799,+,1,1,1,0
WDR89,chr14,63597039,63641923,-,1,0,0,0
WDR90,chr16,649363,667833,+,1,1,0,0
WDR91,chr7,135183838,135211564,-,0,0,0,0
WDR92,chr2,68130149,68157560,-,0,0,0,0
WDR93,chr15,89690074,89744390,+,0,0,0,0
WDR97,chr8,144107692,144116392,+,0,0,0,0
WDSUB1,chr2,159235793,159286799,-,0,1,0,0
WDTC1,chr1,27234516,27308633,+,0,0,0,0
WDYHV1,chr8,123416701,123467527,+,0,1,1,1
WEE1,chr11,9573681,9589767,+,1,1,0,0
WEE2,chr7,141708353,141731271,+,0,0,0,0
WEE2-AS1,chr7,141704338,141738230,-,0,0,0,0
WFDC1,chr16,84292233,84329851,+,1,0,0,0
WFDC10A,chr20,45629746,45631192,+,0,0,0,0
WFDC10B,chr20,45684651,45708899,-,0,0,0,0
WFDC11,chr20,45648563,45670239,-,0,0,0,0
WFDC12,chr20,45123426,45124465,-,0,0,0,0
WFDC13,chr20,45702016,45708817,+,0,0,0,0
WFDC2,chr20,45469754,45481532,+,1,0,0,0
WFDC21P,chr17,60083566,60088467,-,0,0,0,0
WFDC3,chr20,45708860,45791908,-,1,0,0,0
WFDC5,chr20,45109452,45116321,-,0,0,0,0
WFDC6,chr20,45534197,45539495,-,0,0,0,0
WFDC8,chr20,45551152,45579326,-,0,0,0,0
WFDC9,chr20,45607939,45631268,-,0,0,0,0
WFIKKN1,chr16,631012,634116,+,0,0,0,0
WFIKKN2,chr17,50834650,50842353,+,1,0,0,0
WFS1,chr4,6260368,6303265,+,0,1,0,0
WHAMM,chr15,82809628,82834861,+,1,1,1,0
WHAMMP1,chr15,32519848,32533741,-,0,0,0,0
WHAMMP2,chr15,28737583,28758362,+,0,0,0,0
WHAMMP3,chr15,22664739,22685368,+,0,0,0,0
WHRN,chr9,114402078,114505500,-,1,1,0,0
WI2-2373I1.2,chr7,291224,294422,+,0,0,0,0
WI2-87327B8.2,chr20,62601377,62603809,-,0,0,0,0
WIF1,chr12,65050624,65121566,-,1,0,0,0
WIPF1,chr2,174559574,174682899,-,1,0,0,1
WIPF2,chr17,40219304,40284136,+,1,0,1,0
WIPF3,chr7,29806554,29917066,+,0,0,0,0
WIPI1,chr17,68421281,68457524,-,1,0,0,0
WIPI2,chr7,5190204,5233855,+,0,0,0,0
WISP1,chr8,133190907,133231690,+,0,0,0,0
WISP2,chr20,44714204,44728041,+,0,0,0,0
WISP3,chr6,112052813,112069686,+,0,0,0,0
WIZ,chr19,15421507,15449951,-,0,0,0,0
WIZP1,chr11,23404282,23406297,+,0,0,0,0
WLS,chr1,68098459,68233018,-,1,1,0,0
WNK1,chr12,752593,911452,+,0,0,0,0
WNK2,chr9,93184156,93327581,+,0,0,0,1
WNK3,chrX,54192823,54358695,-,0,0,0,0
WNK4,chr17,42779701,42797066,+,0,1,1,1
WNT1,chr12,48978453,48982613,+,0,0,0,0
WNT10A,chr2,218874116,218893931,+,0,0,0,0
WNT10B,chr12,48965340,48979587,-,1,1,0,0
WNT11,chr11,76186326,76210842,-,0,0,0,0
WNT16,chr7,121325367,121341104,+,0,0,0,0
WNT2,chr7,117276631,117323289,-,0,0,0,0
WNT2B,chr1,112466541,112521288,+,0,0,0,0
WNT3,chr17,46762506,46818760,-,0,0,0,0
WNT3A,chr1,228007022,228067113,+,0,0,0,0
WNT4,chr1,22117305,22143981,-,0,0,0,0
WNT5A,chr3,55465715,55505261,-,1,1,0,1
WNT5B,chr12,1529856,1647213,+,1,1,0,0
WNT6,chr2,218859823,218874232,+,0,0,0,0
WNT7A,chr3,13818108,13880121,-,0,0,0,0
WNT7B,chr22,45920362,45977128,-,1,0,0,0
WNT8A,chr5,138077367,138092900,+,1,0,0,0
WNT8B,chr10,100463055,100483642,+,0,0,0,1
WNT9A,chr1,227918656,227947930,-,1,1,0,0
WNT9B,chr17,46833201,46886730,+,0,0,0,0
WRAP53,chr17,7686071,7703502,+,1,0,0,0
WRAP73,chr1,3630767,3650107,-,1,1,1,0
WRB,chr21,39380244,39428528,+,1,1,0,0
WRB-SH3BGR,chr21,39380244,39515506,+,0,0,0,0
WRBP1,chr4,112693449,112693848,-,0,0,0,0
WRN,chr8,31033262,31175871,+,1,0,0,1
WRNIP1,chr6,2765341,2785745,+,0,0,0,0
WSB1,chr17,27294021,27313631,+,0,0,0,0
WSB2,chr12,118032687,118062430,-,1,1,0,0
WSCD1,chr17,6069106,6124427,+,1,0,1,1
WSCD2,chr12,108129343,108250537,+,0,1,0,1
WSPAR,chr5,133913677,133917269,+,0,0,0,0
WT1,chr11,32387775,32435539,-,0,0,0,0
WT1-AS,chr11,32435518,32458769,+,0,0,0,0
WTAP,chr6,159726696,159756319,+,0,0,0,0
WTAPP1,chr11,102783676,102836766,+,0,0,0,0
WTIP,chr19,34481933,34509147,+,1,0,0,0
WWC1,chr5,168292060,168472303,+,1,1,0,0
WWC2,chr4,183098640,183320777,+,1,1,0,0
WWC2-AS1,chr4,183233628,183240634,-,0,0,0,0
WWC2-AS2,chr4,183097021,183099199,-,0,0,0,0
WWC3,chrX,10015755,10144478,+,0,0,0,0
WWOX,chr16,78099413,79212667,+,0,0,1,1
WWOX-AS1,chr16,78230135,78242608,-,0,0,0,0
WWP1,chr8,86342660,86468354,+,0,0,0,0
WWP1P1,chr3,98657539,98660967,+,0,0,0,0
WWP2,chr16,69762284,69941741,+,1,0,0,0
WWTR1,chr3,149517229,149724788,-,1,1,0,1
WWTR1-AS1,chr3,149658210,149661364,+,0,0,0,0
XAB2,chr19,7619525,7629553,-,1,1,0,0
XACT,chrX,113616300,113618153,-,0,0,0,0
XAF1,chr17,6755408,6775647,+,1,1,0,0
XAGE-4,chrX,55654692,55657014,-,0,0,0,0
XAGE1A,chrX,52495668,52500815,+,0,0,0,0
XAGE1B,chrX,52512074,52517221,-,0,0,0,0
XAGE2,chrX,52368996,52375683,+,0,0,0,0
XAGE3,chrX,52862528,52868140,-,0,0,0,0
XAGE5,chrX,52811295,52818298,+,0,0,0,0
XBP1,chr22,28794560,28800572,-,1,0,1,0
XBP1P1,chr5,112885122,112886687,+,0,0,0,0
XCL1,chr1,168574128,168582077,+,0,0,0,0
XCL2,chr1,168540765,168543997,-,0,0,0,0
XCR1,chr3,46016990,46086803,-,0,0,0,0
XDH,chr2,31334320,31414777,-,1,0,0,0
XG,chrX,2751104,2816500,+,0,0,0,0
XGY2,chrY,2752296,2774996,+,0,0,0,0
XIAP,chrX,123859812,123913979,+,0,0,0,0
XIAPP1,chr10,109661814,109681174,+,0,0,0,0
XIAPP2,chr11,87094673,87096306,-,0,0,0,0
XIAPP3,chr2,112853326,112854314,+,0,0,0,0
XIRP1,chr3,39183210,39192621,-,0,0,0,0
XIRP2,chr2,166888487,167259753,+,1,1,0,0
XIRP2-AS1,chr2,167122809,167140955,-,0,0,0,0
XIST,chrX,73820651,73852753,-,0,0,0,0
XK,chrX,37685686,37732130,+,0,0,0,0
XKR3,chr22,16783412,16825412,-,0,0,0,0
XKR4,chr8,55102457,55526155,+,0,0,0,0
XKR5,chr8,6808517,6835644,-,1,0,0,0
XKR6,chr8,10893764,11201410,-,0,0,0,0
XKR7,chr20,31968002,31998453,+,1,0,0,0
XKR8,chr1,27959462,27968096,+,0,0,1,0
XKR9,chr8,70669354,71066635,+,0,0,0,0
XKRX,chrX,100886919,100957401,-,1,1,0,0
XKRY,chrY,17768980,17770560,-,0,0,0,0
XKRY2,chrY,18135449,18137029,+,0,0,0,0
XLOC_007697,chr9,42788400,42789608,+,0,0,0,0
XLOC_008559,chr10,90947300,90992132,+,0,0,0,0
XLOC_009911,chr12,120904695,120908074,+,0,0,0,0
XPA,chr9,97654398,97697409,-,1,1,1,1
XPC,chr3,14145145,14178672,-,0,0,0,0
XPNPEP1,chr10,109864766,109923553,-,0,1,0,0
XPNPEP2,chrX,129738970,129769549,+,0,0,1,1
XPNPEP3,chr22,40857081,40932819,+,0,1,0,0
XPO1,chr2,61477934,61538522,-,0,0,0,0
XPO4,chr13,20777329,20902774,-,0,0,0,0
XPO5,chr6,43522330,43576075,-,0,1,1,1
XPO6,chr16,28097976,28212031,-,0,0,0,0
XPO7,chr8,21919669,22006585,+,0,0,0,0
XPOT,chr12,64404348,64451128,+,1,0,0,0
XPOTP1,chr20,34213486,34216093,-,0,0,0,0
XPR1,chr1,180632010,180890279,+,1,0,1,1
XRCC1,chr19,43543312,43575578,-,1,0,0,0
XRCC2,chr7,152646498,152676165,-,0,0,0,0
XRCC3,chr14,103697611,103715486,-,1,1,1,1
XRCC4,chr5,83077409,83370333,+,1,0,0,0
XRCC5,chr2,216109297,216206293,+,1,1,0,0
XRCC6,chr22,41621163,41664048,+,0,0,0,0
XRCC6P1,chr10,93206655,93209164,-,0,0,0,0
XRCC6P2,chrX,150230828,150232832,-,0,0,0,0
XRCC6P3,chr1,220313709,220315730,-,0,0,0,0
XRCC6P4,chr8,62855085,62857100,-,0,0,0,0
XRCC6P5,chrX,99461602,99939843,-,0,0,0,0
XRN1,chr3,142306607,142448062,-,0,0,0,0
XRN2,chr20,21303284,21389825,+,1,0,0,0
XRRA1,chr11,74840910,74949187,-,1,1,0,0
XXYLT1,chr3,195066970,195271166,-,1,0,0,1
XXYLT1-AS1,chr3,195094588,195096057,+,0,0,0,0
XXYLT1-AS2,chr3,195147871,195152856,+,0,0,0,0
XYLB,chr3,38346760,38453041,+,0,0,0,0
XYLT1,chr16,17102324,17470881,-,1,1,0,1
XYLT2,chr17,50346032,50361185,+,1,0,0,0
YAE1D1,chr7,39566376,39612089,+,1,0,0,0
YAF2,chr12,42157104,42238373,-,1,0,0,0
YAP1,chr11,102109957,102233423,+,1,0,0,1
YAP1P1,chr6,147406826,147408481,+,0,0,0,0
YAP1P2,chrX,115068881,115069862,+,0,0,0,0
YARS,chr1,32775238,32818032,-,1,0,0,0
YARS2,chr12,32725247,32756458,-,1,0,0,0
YBEY,chr21,46286056,46314188,+,0,0,0,0
YBX1,chr1,42682235,42703803,+,0,0,0,0
YBX1P1,chr14,66012433,66013933,-,0,0,0,0
YBX1P10,chr9,35970940,35972457,-,0,0,0,0
YBX1P2,chr7,105581857,105583413,-,0,0,0,0
YBX1P3,chr3,114930573,114931648,+,0,0,0,0
YBX1P5,chr5,72417559,72418526,+,0,0,0,0
YBX1P6,chr9,109532416,109534471,-,0,0,0,0
YBX1P7,chr2,132488977,132489430,-,0,0,0,0
YBX2,chr17,7288252,7294557,-,0,0,0,0
YBX2P1,chr10,123991668,123992671,+,0,0,0,0
YBX3,chr12,10699077,10723442,-,1,1,0,1
YBX3P1,chr16,31567767,31569524,-,0,0,0,0
YDJC,chr22,21628089,21630326,-,0,0,0,0
YEATS2,chr3,183697804,183812625,+,0,0,0,0
YEATS2-AS1,chr3,183807064,183810451,-,0,0,0,0
YEATS4,chr12,69359705,69427077,+,1,1,1,1
YES1,chr18,721592,812846,-,1,0,0,0
YES1P1,chr22,25647141,25652035,+,0,0,0,0
YIF1A,chr11,66284580,66289167,-,0,0,0,0
YIF1B,chr19,38303560,38315976,-,1,0,0,0
YIPF1,chr1,53851719,53889831,-,1,1,1,1
YIPF2,chr19,10922185,10929012,-,1,0,0,0
YIPF3,chr6,43511827,43516990,-,0,0,0,1
YIPF4,chr2,32277889,32307398,+,1,0,1,1
YIPF5,chr5,144158159,144170714,-,0,1,0,0
YIPF6,chrX,68498362,68572459,+,1,0,0,0
YIPF7,chr4,44619578,44656868,-,0,0,1,0
YJEFN3,chr19,19528861,19537584,+,0,1,0,1
YJU2,chr19,4247070,4269093,+,0,0,0,0
YKT6,chr7,44200978,44214294,+,0,0,0,0
YLPM1,chr14,74763316,74837310,+,0,0,0,0
YME1L1,chr10,27110111,27155051,-,1,1,0,0
YOD1,chr1,207043849,207052980,-,1,0,0,0
YPEL1,chr22,21697536,21735834,-,1,0,0,0
YPEL2,chr17,59331692,59401734,+,0,0,0,0
YPEL3,chr16,30092314,30096216,-,1,0,0,1
YPEL4,chr11,57645087,57649944,-,0,0,0,0
YPEL5,chr2,30146568,30160533,+,0,1,1,1
YPEL5P1,chr1,182182038,182183133,-,0,0,0,0
YPEL5P2,chr11,47841241,47841687,+,0,0,0,0
YPEL5P3,chr12,96059340,96060455,-,0,0,0,0
YRDC,chr1,37802942,37808193,-,0,0,0,0
YRDCP1,chr9,94432514,94433293,-,0,0,0,0
YTHDC1,chr4,68310387,68350117,-,0,0,0,0
YTHDC2,chr5,113513662,113595287,+,1,0,0,0
YTHDF1,chr20,63195429,63216186,-,0,0,0,0
YTHDF1P1,chr5,97368587,97370619,+,0,0,0,0
YTHDF2,chr1,28736621,28769775,+,0,0,0,0
YTHDF2P1,chr14,39215064,39217159,+,0,0,0,0
YTHDF3,chr8,63168553,63212788,+,0,0,0,0
YTHDF3-AS1,chr8,63167725,63168442,-,0,0,0,0
YWHAB,chr20,44885599,44908532,+,0,0,0,0
YWHABP1,chr9,38643040,38643949,+,0,0,0,0
YWHABP2,chr11,18490058,18491092,-,0,0,0,0
YWHAE,chr17,1344539,1400262,-,1,1,1,0
YWHAEP1,chr7,64433693,64435520,+,0,0,0,0
YWHAEP5,chr2,138287130,138288880,-,0,0,0,0
YWHAEP7,chr17,37842949,37884743,-,0,0,0,0
YWHAG,chr7,76326791,76359025,-,1,0,0,0
YWHAH,chr22,31944493,31957603,+,0,0,0,0
YWHAQ,chr2,9583967,9631055,-,0,0,0,0
YWHAZ,chr8,100918576,100954068,-,0,1,0,0
YWHAZP1,chr14,44290600,44291831,-,0,0,0,0
YWHAZP2,chr2,126555301,126558179,-,0,0,0,0
YWHAZP3,chr10,23136910,23139778,+,0,0,0,0
YWHAZP4,chr6,127355742,127358855,+,0,0,0,0
YWHAZP5,chr10,105686308,105689724,+,0,0,0,0
YWHAZP6,chr9,34921187,34923019,-,0,0,0,0
YWHAZP7,chrX,64612149,64613425,-,0,0,0,0
YWHAZP8,chrX,73274689,73275716,+,0,0,0,0
YWHAZP9,chr11,60077228,60080571,+,0,0,0,0
YY1,chr14,100238765,100279034,+,0,0,0,0
YY1AP1,chr1,155659442,155689032,-,0,0,0,0
YY1P1,chr10,70485711,70486329,-,0,0,0,0
YY1P2,chr2,138897324,138899174,+,0,0,0,0
YY2,chrX,21855987,21858727,+,0,0,0,0
ZACN,chr17,76079182,76082804,+,1,1,1,1
ZACNP1,chr4,108396902,108416642,+,0,0,0,0
ZADH2,chr18,75195108,75209506,-,0,0,0,0
ZAN,chr7,100733599,100797797,+,0,0,0,0
ZAP70,chr2,97712030,97744327,+,0,0,0,0
ZAR1,chr4,48490252,48499351,+,0,0,0,0
ZAR1L,chr13,32303771,32311954,-,0,0,0,0
ZASP,chr7,100574035,100574733,-,0,0,0,0
ZBBX,chr3,167178399,167380342,-,1,1,0,0
ZBED1,chrY,2486414,2500967,-,0,0,0,0
ZBED2,chr3,111592900,111595335,-,0,0,0,0
ZBED3,chr5,77076677,77087246,-,0,0,0,0
ZBED3-AS1,chr5,77086798,77148351,+,0,0,0,0
ZBED4,chr22,49853849,49890078,+,0,0,0,0
ZBED5,chr11,10852704,10858073,-,1,0,0,0
ZBED5-AS1,chr11,10858217,10879276,+,0,0,0,0
ZBED6,chr1,203797523,203801074,+,0,1,0,0
ZBED6CL,chr7,150329849,150332721,+,1,0,0,0
ZBED8,chr5,160393148,160400097,-,0,0,0,0
ZBED9,chr6,28568288,28616177,-,0,0,0,0
ZBP1,chr20,57603846,57620576,-,0,0,0,0
ZBTB1,chr14,64504574,64533690,+,1,1,0,0
ZBTB10,chr8,80485619,80526265,+,1,1,0,0
ZBTB11,chr3,101649439,101677144,-,0,0,0,0
ZBTB11-AS1,chr3,101676430,101679217,+,0,0,0,0
ZBTB12,chr6,31899194,31902331,-,1,1,0,1
ZBTB12BP,chr4,39769761,39771621,-,0,0,0,0
ZBTB14,chr18,5289019,5297053,-,1,0,0,0
ZBTB16,chr11,114059576,114256770,+,1,0,0,0
ZBTB17,chr1,15939933,15976132,-,1,1,0,0
ZBTB18,chr1,244048939,244057476,+,1,0,0,0
ZBTB2,chr6,151364115,151391705,-,0,0,0,0
ZBTB20,chr3,114314500,115147280,-,0,0,0,0
ZBTB20-AS1,chr3,114351811,114388978,+,0,0,0,0
ZBTB20-AS3,chr3,114873033,114876514,+,0,0,0,0
ZBTB20-AS4,chr3,115100423,115103061,+,0,0,0,0
ZBTB20-AS5,chr3,114453593,114520132,+,0,0,0,0
ZBTB21,chr21,41986831,42010418,-,0,0,1,0
ZBTB22,chr6,33314405,33317942,-,0,0,0,0
ZBTB24,chr6,109462516,109483237,-,1,1,0,0
ZBTB25,chr14,64449106,64505213,-,1,1,0,1
ZBTB26,chr9,122918029,122931551,-,0,0,0,0
ZBTB3,chr11,62750963,62754184,-,0,0,0,0
ZBTB32,chr19,35704481,35717048,+,1,1,0,0
ZBTB33,chrX,120250752,120258396,+,1,0,1,0
ZBTB34,chr9,126860665,126885878,+,1,1,0,1
ZBTB37,chr1,173868082,173903547,+,0,1,0,0
ZBTB38,chr3,141324213,141449792,+,0,1,0,1
ZBTB39,chr12,56998833,57006513,-,0,0,0,0
ZBTB4,chr17,7459366,7484249,-,0,0,0,0
ZBTB40,chr1,22428838,22531157,+,0,1,0,0
ZBTB41,chr1,197153682,197201390,-,0,1,0,0
ZBTB42,chr14,104800597,104804712,+,1,0,0,0
ZBTB43,chr9,126804072,126838210,+,0,0,0,0
ZBTB44,chr11,130226677,130314712,-,1,0,0,1
ZBTB45,chr19,58513530,58542718,-,0,0,0,0
ZBTB45P1,chr2,109986346,109988363,-,0,0,0,0
ZBTB45P2,chr2,110383089,110384943,+,0,0,0,0
ZBTB46,chr20,63743668,63832332,-,1,0,0,0
ZBTB46-AS1,chr20,63808076,63823015,+,0,0,0,0
ZBTB47,chr3,42653684,42667580,+,0,0,0,0
ZBTB48,chr1,6579991,6589280,+,1,1,0,0
